formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C15H22N4O6	[M - H]-	C15H21N4O6-	Alkaloids	0,478	Histidine alkaloids	0,149	Imidazole alkaloids	0,150	Organic acids and derivatives	0,898	Carboxylic acids and derivatives	0,782	Carboxylic acid derivatives	0,714			Carboxylic acid derivatives	0,714	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	353,145	364	6,069	650279154549808122	650277966324292515	1610	
1	C11H11NO5	[M - H]-	C11H10NO5-	Amino acids and Peptides	0,651	Small peptides	0,887	Dipeptides	0,758	Organic acids and derivatives	1,000	Carboxylic acids and derivatives	1,000	Amino acids, peptides, and analogues	0,994	Amino acids and derivatives	0,994	N-acyl-alpha amino acids	0,967	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Benzoic acids and derivatives; Benzamides; Hippuric acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Hippuric acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Benzenoids; Organic oxides; Hydrocarbon derivatives; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	236,056	365	6,080	650279156516937161	650277904634464975	752	
1	C10H11NO3	[M - H]-	C10H10NO3-	Alkaloids	0,558	Tyrosine alkaloids	0,414	Phenylethylamines	0,734	Benzenoids	0,995	Phenols	0,916	Benzenediols	0,917	Catechols	0,920	Catechols	0,920	Organic compounds; Ketones; Phenols; Catechols; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Benzenediols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	192,066	365	6,085	650279156575657455	650277892898800915	451	
1	C17H30N4O6	[M - H]-	C17H29N4O6-	Alkaloids	0,841	Histidine alkaloids	0,221	Imidazole alkaloids	0,225	Organic oxygen compounds	1,000	Organooxygen compounds	0,999	Alcohols and polyols	0,845	Tertiary alcohols	0,587	Tertiary alcohols	0,587	Organic compounds; Organoheterocyclic compounds; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Tertiary alcohols; Carbonyl compounds; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	385,209	365	6,085	650279163525619699	650277975660813870	1737	
1	C16H22O9	[M - H]-	C16H21O9-	Terpenoids	0,975	Monoterpenoids	0,995	Secoiridoid monoterpenoids	0,885	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Carbohydrates and carbohydrate conjugates	1,000	Monosaccharides	0,997	Hexoses	0,982	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	357,119	367	6,109	650279158291127980	650277967158959120	1631	
1	C8H8O3	[M - H]-	C8H7O3-	Shikimates and Phenylpropanoids	0,949	Phenylpropanoids (C6-C3)	0,941	Cinnamic acids and derivatives	0,901	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Carbonyl compounds	0,976	Aldehydes	0,897	Hydroxybenzaldehydes	0,619	Organic compounds; Aldehydes; Alkyl aryl ethers; Phenols; Anisoles; Ethers; Benzoyl derivatives; Organooxygen compounds; Benzaldehydes; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl-aldehydes; Organic oxides; Hydroxybenzaldehydes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	151,040	367	6,119	650279155682270443	650277881762922605	209	
1	C10H17NO4	[M - H]-	C10H16NO4-	Amino acids and Peptides	0,569	Fatty esters	0,097	Aminoacids	0,111	Organic acids and derivatives	0,880	Carboxylic acids and derivatives	0,895	Amino acids, peptides, and analogues	0,518	Amino acids and derivatives	0,514	Alpha amino acids and derivatives	0,517	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	214,108	368	6,130	650279157376769608	650277899018291235	614	
2	C12H23NO5	[M - H]-	C12H22NO5-	Alkaloids	0,399	Ornithine alkaloids	0,409	Pyrrolizidine alkaloids	0,043	Organic acids and derivatives	0,961	Carboxylic acids and derivatives	0,961	Amino acids, peptides, and analogues	0,686	Amino acids and derivatives	0,684	Amino acids	0,733	Organic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Hydroxy acids and derivatives; Amino fatty acids; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	260,150	368	6,131	650279159180320493	650277912335207933	916	
2	C11H19NO4	[M - H]-	C11H18NO4-	Amino acids and Peptides	0,745	Small peptides	0,210	Aminoacids	0,390	Organic acids and derivatives	0,987	Carboxylic acids and derivatives	0,990	Amino acids, peptides, and analogues	0,949	Amino acids and derivatives	0,948	Alpha amino acids	0,771	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	228,124	368	6,136	650279155975871825	650277902495369686	703	
1	C9H16O5	[M - H]-	C9H15O5-	Fatty acids	0,835	Fatty Acids and Conjugates	0,611	Dicarboxylic acids	0,217	Lipids and lipid-like molecules	0,785	Fatty Acyls	0,854	Fatty acids and conjugates	0,788	Branched fatty acids	0,823	Methyl-branched fatty acids	0,776	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acids; Tertiary alcohols; Carbonyl compounds; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	203,092	369	6,143	650279165106872498	650277896350713567	549	
3	C20H28O12	[M - H]-	C20H27O12-	Terpenoids	0,999	Monoterpenoids	0,999	Iridoids monoterpenoids	0,999	Lipids and lipid-like molecules	0,935	Prenol lipids	0,920	Terpene glycosides	0,939	Iridoid O-glycosides	0,955	Iridoid O-glycosides	0,955	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hexoses; Monosaccharides; Monoterpenoids; Bicyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Iridoid O-glycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	459,151	370	6,171	650279169401840025	650277985303519474	1877	
1	C10H17NO3	[M - H]-	C10H16NO3-	Amino acids and Peptides	0,924	Small peptides	0,871	Aminoacids	0,906	Organic acids and derivatives	0,971	Carboxylic acids and derivatives	0,984	Amino acids, peptides, and analogues	0,959	Amino acids and derivatives	0,958	Alpha amino acids	0,843	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	198,113	370	6,172	650279172849559007	650277894517802454	492	
3	C13H21NO7	[M - H]-	C13H20NO7-	Amino acids and Peptides	0,504	Ornithine alkaloids	0,297	Cyanogenic glycosides	0,117	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Carbohydrates and carbohydrate conjugates	0,704	Monosaccharides	0,667	Monosaccharides	0,667	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Polyols; Amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	302,125	371	6,177	650279173122188851	650277934007178190	1210	
2	C9H13NO6	[M - H]-	C9H12NO6-	Amino acids and Peptides	0,745	Small peptides	0,192	Aminoacids	0,318	Organic acids and derivatives	0,972	Keto acids and derivatives	0,695					Keto acids and derivatives	0,695	Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Keto acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	230,067	371	6,180	650279172765672873	650277903351007797	722	
1	C7H12O4	[M - H]-	C7H11O4-	Fatty acids	0,998	Fatty Acids and Conjugates	0,987	Dicarboxylic acids	0,973	Lipids and lipid-like molecules	0,945	Fatty Acyls	0,964	Fatty acids and conjugates	0,969	Medium-chain fatty acids	0,923	Medium-chain fatty acids	0,923	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	159,066	371	6,183	650279173063468564	650277884132704570	250	
2	C10H8O3	[M - H]-	C10H7O3-	Shikimates and Phenylpropanoids	0,875	Coumarins	0,161	Simple coumarins	0,215	Benzenoids	0,994	Benzene and substituted derivatives	0,640	Styrenes	0,721			Styrenes	0,721	Organic compounds; Organoheterocyclic compounds; Styrenes; Pyrans; Ketones; Phenylpropanoids and polyketides; Organooxygen compounds; Pyranones and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Alpha,beta-unsaturated carbonyl compounds; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	175,040	371	6,189	650279174099461784	650277889014874961	359	
2	C16H20O9	[M - H]-	C16H19O9-	Shikimates and Phenylpropanoids	0,986	Phenylpropanoids (C6-C3)	0,989	Cinnamic acids and derivatives	0,988	Phenylpropanoids and polyketides	0,994	Cinnamic acids and derivatives	0,998	Hydroxycinnamic acids and derivatives	0,995	Hydroxycinnamic acid esters	0,733	Hydroxycinnamic acid glycosides	0,955	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Hydroxycinnamic acid esters; Hydroxycinnamic acid glycosides; O-cinnamoyl glycosides; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	355,104	372	6,201	650279174942517049	650277966504647617	1616	
1	C12H21NO5	[M - H]-	C12H20NO5-	Fatty acids	0,972	Fatty amides	0,425	N-acyl amines	0,106	Lipids and lipid-like molecules	0,959	Fatty Acyls	0,977	Fatty amides	0,486	N-acyl amines	0,537	N-acyl amines	0,537	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Branched fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	258,135	373	6,213	650279194374728208	650277911689285052	903	
2	C14H21NO6	[M - H]-	C14H20NO6-	Fatty acids	0,715	Ornithine alkaloids	0,314	Fatty acyl carnitines	0,056	Lipids and lipid-like molecules	0,858	Fatty Acyls	0,893	Fatty acids and conjugates	0,630	Amino fatty acids	0,605	Amino fatty acids	0,605	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Amino fatty acids; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	298,128	373	6,213	650279203207933174	650277931847111435	1171	
1	C11H19NO2	[M - H]-	C11H18NO2-	Alkaloids	0,998	Lysine alkaloids	0,658	Indolizidine alkaloids	0,138	Organoheterocyclic compounds	0,929	Piperidines	0,574					Piperidines	0,574	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Piperidines; Pyrrolidines; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; 1,2-aminoalcohols; Dialkylamines; Trialkylamines; Amines; Secondary amines; Alkanolamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	196,134	373	6,218	650279197654674471	650277893876073867	476	
2	C7H17N3O6	[M - H]-	C7H16N3O6-	Amino acids and Peptides	0,725	Small peptides	0,867	Aminoacids	0,839	Organic acids and derivatives	0,852	Carboxylic acids and derivatives	0,902	Amino acids, peptides, and analogues	0,861	Amino acids and derivatives	0,860	Alpha amino acids	0,878	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	238,106	374	6,225	650279199852489852	650277905183918859	764	
1	C10H19NO4	[M - H]-	C10H18NO4-	Amino acids and Peptides	0,651	Small peptides	0,327	Aminoacids	0,620	Organic acids and derivatives	0,998	Carboxylic acids and derivatives	0,998	Amino acids, peptides, and analogues	0,983	Amino acids and derivatives	0,982	Alpha amino acids	0,914	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	216,124	374	6,226	650279218903021042	650277899718740093	632	
2	C20H22N8O4	[M - H]-	C20H21N8O4-	Alkaloids	0,684	Histidine alkaloids	0,066	Purine alkaloids	0,105	Organic acids and derivatives	0,984	Carboxylic acids and derivatives	0,903	Amino acids, peptides, and analogues	0,851	Amino acids and derivatives	0,853	Amino acids	0,521	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Nitrobenzenes; Pyrimidines and pyrimidine derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Organic nitro compounds; Carboxylic acid esters; Diazines; Organic oxoazanium compounds; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Diazinanes; Benzenoids; Amines; Tertiary amines; Tertiary alkylarylamines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Imidolactams; Vinylogous amides; Aralkylamines; Dialkylarylamines; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	437,167	374	6,239	650279218533921992	650277983260893231	1838	
1	C8H10N3O2	[M - H]-	C8H9N3O2-	Alkaloids	0,477	Histidine alkaloids	0,333	Imidazole alkaloids	0,334	Organoheterocyclic compounds	0,995	Azoles	0,968	Triazoles	0,587			Triazoles	0,587	Organic compounds; Organoheterocyclic compounds; Triazoles; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	179,071	376	6,263	650279218512950425	650277889832764336	378	
1	C11H16N3O5	[M - H]-	C11H15N3O5-	Carbohydrates	0,707	Nucleosides	0,427	Aminoacids	0,086	Organic acids and derivatives	0,975	Carboxylic acids and derivatives	0,965	Amino acids, peptides, and analogues	0,557	Amino acids and derivatives	0,561	Alpha amino acids and derivatives	0,557	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	269,103	377	6,275	650279223357373176	650277913962598094	957	
1	C16H18N4O4	[M - H]-	C16H17N4O4-	Alkaloids	0,930	Pseudoalkaloids (transamidation)	0,156	Purine alkaloids	0,164	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Carbonyl compounds	0,883	Ketones	0,824	Aryl alkyl ketones	0,541	Organic compounds; Organoheterocyclic compounds; Imidazoles; Ketones; Lactams; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carbonyl compounds; Aryl ketones; Aryl alkyl ketones; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	329,124	377	6,277	650279222677895778	650277954756401326	1462	
1	C13H18N4O3	[M - H]-	C13H17N4O3-	Alkaloids	0,752	Pseudoalkaloids (transamidation)	0,047	Imidazole alkaloids	0,043	Organoheterocyclic compounds	0,955	Azoles	0,693					Azoles	0,693	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Azoles; Secondary alcohols; Dialkylamines; Amines; Secondary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	277,129	377	6,278	650279221335718149	650277918471475173	1012	
1	C24H22N4O7	[M - H]-	C24H21N4O7-	Alkaloids	0,693	Nicotinic acid alkaloids	0,038	Pyridine alkaloids	0,039	Benzenoids	0,999	Benzene and substituted derivatives	0,970					Benzene and substituted derivatives	0,970	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Diazines; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	477,140	377	6,292	650279237907414422	650277988218560843	1894	
1	C12H19NO5	[M - H]-	C12H18NO5-	Alkaloids	0,616	Ornithine alkaloids	0,674	Pyrrolidine alkaloids	0,371	Organic acids and derivatives	0,997	Carboxylic acids and derivatives	0,998	Amino acids, peptides, and analogues	0,971	Amino acids and derivatives	0,971	Kainoids	0,870	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ketones; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acids; Kainoids; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Dialkylamines; Alpha amino acids; Pyrrolidine carboxylic acids; Amines; Secondary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	256,119	378	6,301	650279224636636031	650277910770732406	889	
3	C18H20O11	[M - H]-	C18H19O11-	Terpenoids	0,427	Monoterpenoids	0,286	Secoiridoid monoterpenoids	0,205	Organic acids and derivatives	0,997	Carboxylic acids and derivatives	0,995	Tricarboxylic acids and derivatives	0,511			Tricarboxylic acids and derivatives	0,511	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Tricarboxylic acids and derivatives; Oxanes; Benzene and substituted derivatives; Polyols; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	411,096	379	6,309	650279227417459853	650277981868384163	1810	
1	C5H12N4O3	[M - H]-	C5H11N4O3-	Amino acids and Peptides	0,753	Small peptides	0,944	Aminoacids	0,938	Organic acids and derivatives	0,977	Carboxylic acids and derivatives	0,969	Amino acids, peptides, and analogues	0,971	Amino acids and derivatives	0,970	Alpha amino acids	0,634	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	175,083	379	6,312	650279220303919035	650277889128121184	362	
1	C17H32N4O6	[M - H]-	C17H31N4O6-	Carbohydrates	0,826	Aminosugars and aminoglycosides	0,283	Amino cyclitols	0,347	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Carbohydrates and carbohydrate conjugates	0,358	Aminosaccharides	0,495	Aminocyclitol glycosides	0,559	Organic compounds; Lipids and lipid-like molecules; Imines; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Guanidines; Monoalkylamines; Cyclic alcohols and derivatives; Secondary alcohols; Aminocyclitol glycosides; Carbonyl compounds; 1,2-aminoalcohols; Amines; Primary amines; Alkanolamines; Cyclitols and derivatives; Cyclohexanols; Carboximidamides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	387,224	379	6,313	650279225135758276	650277976667446895	1750	
