formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C9H16O5	[M - H]-	C9H15O5-	Fatty acids	0.951	Fatty Acids and Conjugates	0.759	Dicarboxylic acids	0.306	Lipids and lipid-like molecules	0.839	Fatty Acyls	0.878	Fatty acids and conjugates	0.753	Branched fatty acids	0.797	Methyl-branched fatty acids	0.733	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	203.092	369	6.144	832570595081962477	832570068499591198	832570068499591197	533	
1	C19H23F3N4O6	[M - H]-	C19H22F3N4O6-	Alkaloids	0.643	Nicotinic acid alkaloids	0.207	Pyridine alkaloids	0.208	Organic acids and derivatives	0.984	Carboxylic acids and derivatives	0.945	Amino acids, peptides, and analogues	0.626	Amino acids and derivatives	0.630	Amino acids and derivatives	0.630	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Organofluorides; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Amines; Tertiary amines; Tertiary alkylarylamines; Alkyl halides; Dialkylarylamines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	459.151	370	6.170	832570625826215091	832570124279646501	832570124279646500	1796	
1	C10H17NO3	[M - H]-	C10H16NO3-	Amino acids and Peptides	0.693	Small peptides	0.499	Aminoacids	0.620	Organic acids and derivatives	0.942	Carboxylic acids and derivatives	0.967	Amino acids, peptides, and analogues	0.935	Amino acids and derivatives	0.933	Alpha amino acids	0.805	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	198.113	370	6.173	832570608256273257	832570066574405392	832570066574405391	479	
1	C11H20F3NO5	[M - H]-	C11H19F3NO5-	Amino acids and Peptides	0.335	Small peptides	0.047	Aminoacids	0.039	Organic acids and derivatives	0.969	Carboxylic acids and derivatives	0.989	Amino acids, peptides, and analogues	0.734	Amino acids and derivatives	0.725	Amino acids and derivatives	0.725	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Branched fatty acids; Amino acids and derivatives; Monoalkylamines; Halogenated fatty acids; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Organofluorides; Carbonyl compounds; Amines; Primary amines; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	302.125	371	6.177	832570606901512901	832570094118403181	832570094118403180	1157	
1	C7H12O4	[M - H]-	C7H11O4-	Fatty acids	0.998	Fatty Acids and Conjugates	0.994	Dicarboxylic acids	0.965	Lipids and lipid-like molecules	0.919	Fatty Acyls	0.940	Fatty acids and conjugates	0.950	Medium-chain fatty acids	0.823	Medium-chain fatty acids	0.823	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	159.066	371	6.180	832570617596989396	832570058714278551	832570058714278550	250	
1	C7H12F3NO4	[M - H]-	C7H11F3NO4-	Fatty acids	0.919	Fatty Acids and Conjugates	0.835	Halogenated fatty acids	0.762	Lipids and lipid-like molecules	0.928	Fatty Acyls	0.953	Fatty acids and conjugates	0.957	Branched fatty acids	0.516	Branched fatty acids	0.516	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Branched fatty acids; Halogenated fatty acids; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	230.067	371	6.180	832570617085284162	832570074472280904	832570074472280903	695	
2	C10H8O3	[M - H]-	C10H7O3-	Shikimates and Phenylpropanoids	0.875	Coumarins	0.161	Simple coumarins	0.215	Benzenoids	0.994	Benzene and substituted derivatives	0.640	Styrenes	0.721			Styrenes	0.721	Organic compounds; Organoheterocyclic compounds; Styrenes; Pyrans; Ketones; Phenylpropanoids and polyketides; Organooxygen compounds; Pyranones and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Alpha,beta-unsaturated carbonyl compounds; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	175.040	371	6.189	832570621191508602	832570062455598249	832570062455598248	356	
1	C16H20O9	[M - H]-	C16H19O9-	Shikimates and Phenylpropanoids	0.986	Phenylpropanoids (C6-C3)	0.988	Cinnamic acids and derivatives	0.990	Phenylpropanoids and polyketides	0.994	Cinnamic acids and derivatives	0.998	Hydroxycinnamic acids and derivatives	0.996	Hydroxycinnamic acid esters	0.761	Hydroxycinnamic acid glycosides	0.959	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Hydroxycinnamic acid esters; Hydroxycinnamic acid glycosides; O-cinnamoyl glycosides; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	355.104	372	6.194	832570626308560184	832570112946635845	832570112946635844	1551	
1	C9H18F3N	[M - H]-	C9H17F3N-	Alkaloids	0.736	Pseudoalkaloids (transamidation)	0.280	Polyamines	0.222	Organic nitrogen compounds	0.999	Organonitrogen compounds	0.999	Amines	0.995	Secondary amines	0.844	Dialkylamines	0.872	Organic compounds; Organohalogen compounds; Organonitrogen compounds; Monoalkylamines; Alkyl fluorides; Organofluorides; Dialkylamines; Amines; Primary amines; Secondary amines; Alkyl halides; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	196.134	373	6.210	832570617752178695	832570066016562875	832570066016562874	462	
2	C14H21NO6	[M - H]-	C14H20NO6-	Fatty acids	0.688	Ornithine alkaloids	0.365	Fatty acyl carnitines	0.058	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.471	Amino acids and derivatives	0.475	Amino acids	0.556	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Amino fatty acids; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	298.128	373	6.213	832570625574556790	832570092742671294	832570092742671293	1122	
1	C10H19NO4	[M - H]-	C10H18NO4-	Amino acids and Peptides	0.662	Small peptides	0.317	Aminoacids	0.628	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.919	Amino acids and derivatives	0.919	Alpha amino acids	0.806	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	216.124	373	6.214	832570612853230827	832570071242666394	832570071242666393	609	
2	C12H16N2O7	[M - H]-	C12H15N2O7-	Amino acids and Peptides	0.496	Macrolides	0.160	Aminoacids	0.054	Organic acids and derivatives	0.990	Carboxylic acids and derivatives	0.988	Dicarboxylic acids and derivatives	0.516			Dicarboxylic acids and derivatives	0.516	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic salts; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	299.091	373	6.216	832570629970187994	832570093451508745	832570093451508744	1137	
1	C9H17NO2	[M - H]-	C9H16NO2-	Amino acids and Peptides	0.573	Small peptides	0.543	Aminoacids	0.540	Organic acids and derivatives	0.972	Carboxylic acids and derivatives	0.972	Amino acids, peptides, and analogues	0.836	Amino acids and derivatives	0.834	Amino acids	0.895	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	170.118	373	6.219	832570626501498232	832570060643658686	832570060643658685	309	
1	C10H16F3NO2	[M - H]-	C10H15F3NO2-	Fatty acids	0.438	Fatty Acids and Conjugates	0.057	Halogenated fatty acids	0.066	Organic oxygen compounds	0.992	Organooxygen compounds	0.994	Alcohols and polyols	0.657	Tertiary alcohols	0.567	Tertiary alcohols	0.567	Organic compounds; Alcohols and polyols; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Tertiary alcohols; Halohydrins; Alkyl halides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	238.106	374	6.225	832570615394979367	832570075969647635	832570075969647634	734	
1	C22H25F3N2O4	[M - H]-	C22H24F3N2O4-	Alkaloids	0.664	Ornithine alkaloids	0.021	Pyrrolidine alkaloids	0.028	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.991	Amino acids, peptides, and analogues	0.894	Amino acids and derivatives	0.895	Amino acids	0.871	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Tertiary amines; Alkyl halides; Aralkylamines; Organic oxides; Methoxybenzenes; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	437.167	374	6.239	832570641051541133	832570122912303234	832570122912303233	1765	
2	C11H15FN4O3	[M - H]-	C11H14FN4O3-	Carbohydrates	0.775	Nucleosides	0.232	Pyrimidine nucleosides	0.046	Organoheterocyclic compounds	1.000	Diazines	0.323	Pyrimidines and pyrimidine derivatives	0.408	Pyrimidones	0.509	Pyrimidones	0.509	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Alkyl fluorides; Dialkyl ethers; Organofluorides; Secondary alcohols; Alkyl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	269.103	377	6.275	832570612119227501	832570082730866590	832570082730866589	914	
1	C14H17F3N4O2	[M - H]-	C14H16F3N4O2-	Alkaloids	0.746	Histidine alkaloids	0.062	Imidazole alkaloids	0.061	Organoheterocyclic compounds	0.991	Azoles	0.962	Pyrazoles	0.538			Pyrazoles	0.538	Organic compounds; Organoheterocyclic compounds; Pyrazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Alkyl fluorides; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	329.125	377	6.277	832570616158342768	832570106286080373	832570106286080372	1410	
1	C13H18N4O3	[M - H]-	C13H17N4O3-	Alkaloids	0.974	Pseudoalkaloids (transamidation)	0.153	Purine nucleosides	0.131	Organoheterocyclic compounds	1.000	Imidazopyrimidines	0.535	Purines and purine derivatives	0.624			Purines and purine derivatives	0.624	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Diazines; Secondary alcohols; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	277.129	377	6.283	832570632159615140	832570085406832837	832570085406832836	973	
1	C24H22N4O7	[M - H]-	C24H21N4O7-	Alkaloids	0.737	Nicotinic acid alkaloids	0.099	Pyridine alkaloids	0.099	Benzenoids	0.999	Benzene and substituted derivatives	0.945	Benzoic acids and derivatives	0.781	Benzoic acid esters	0.541	Benzoic acid esters	0.541	Organic compounds; Organoheterocyclic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Azoles; Carboxylic acid derivatives; Carboxylic acid esters; Diazines; Benzoic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	477.140	377	6.292	832570705899682250	832570125458246010	832570125458246009	1813	
1	C12H19NO5	[M - H]-	C12H18NO5-	Alkaloids	0.589	Ornithine alkaloids	0.721	Pyrrolidine alkaloids	0.456	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.959	Amino acids and derivatives	0.959	Kainoids	0.803	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ketones; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Kainoids; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Dialkylamines; Alpha amino acids; Pyrrolidine carboxylic acids; Amines; Secondary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	256.119	378	6.297	832570622969893663	832570080449164907	832570080449164906	854	
1	C10H12N2O5	[M - H]-	C10H11N2O5-	Carbohydrates	0.941	Nucleosides	0.758	Pyrimidine nucleosides	0.748	Nucleosides, nucleotides, and analogues	0.337	Pyrimidine nucleosides	0.543					Pyrimidine nucleosides	0.543	Organic compounds; Organoheterocyclic compounds; Nitrobenzenes; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Pyrimidine nucleosides; Ureas; Organic nitro compounds; Organic oxoazanium compounds; Hydropyrimidines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	239.068	378	6.298	832570619949994388	832570076233888822	832570076233888821	741	
1	C8H17NO4S2	[M - H]-	C8H16NO4S2-	Fatty acids	0.510	Small peptides	0.228	Aminoacids	0.169	Organic acids and derivatives	0.964	Organic thiosulfuric acids and derivatives	0.546	S-alkyl thiosulfates	0.546			S-alkyl thiosulfates	0.546	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic thiosulfuric acids and derivatives; Sulfenyl compounds; S-alkyl thiosulfates; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	254.052	378	6.301	832570606373030523	832570079996180005	832570079996180004	840	
1	C16H20N4O7S	[M - H]-	C16H19N4O7S-	Alkaloids	0.360	Histidine alkaloids	0.059	Imidazole alkaloids	0.058	Benzenoids	0.991	Benzene and substituted derivatives	0.995	Benzenesulfonamides	0.710			Benzenesulfonamides	0.710	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Benzenesulfonamides; Pyrimidines and pyrimidine derivatives; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Sulfonylureas; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acid esters; Organosulfonamides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aminosulfonyl compounds; Organic oxides; Methoxybenzenes; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	411.096	378	6.306	832570639872941491	832570121851144177	832570121851144176	1736	
1	C22H30N4O6	[M - H]-	C22H29N4O6-	Carbohydrates	0.525	Nucleosides	0.283	Purine nucleosides	0.351	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.553	Glycosyl compounds	0.653	Glycosyl compounds	0.653	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Ketones; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Tertiary amines; 1,2-diols; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	445.208	379	6.313	832570619715113290	832570123621140703	832570123621140702	1782	
1	C5H12N4O3	[M - H]-	C5H11N4O3-	Amino acids and Peptides	0.988	Small peptides	0.997	Aminoacids	0.997	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.986	Amino acids, peptides, and analogues	0.995	Amino acids and derivatives	0.995	Alpha amino acids	0.933	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	175.083	379	6.315	832570626212091156	832570062552067256	832570062552067255	359	
1	C17H32N4O6	[M - H]-	C17H31N4O6-	Carbohydrates	0.321	Small peptides	0.210	Aminoacids	0.197	Organic acids and derivatives	0.888	Carboxylic acids and derivatives	0.787	Amino acids, peptides, and analogues	0.639	Amino acids and derivatives	0.640	Alpha amino acids	0.726	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Carboxylic acids; Carbonyl compounds; Trialkylamines; Alpha amino acids; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	387.224	379	6.319	832570631794710445	832570118789301950	832570118789301949	1676	
1	C10H17NO5	[M - H]-	C10H16NO5-	Fatty acids	0.977	Fatty amides	0.825	Primary amides	0.352	Lipids and lipid-like molecules	0.739	Fatty Acyls	0.854	Fatty acids and conjugates	0.521	Branched fatty acids	0.518	Branched fatty acids	0.518	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Dicarboximides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	230.103	379	6.323	832570646529302952	832570074539389778	832570074539389777	697	
2	C10H17NO2	[M - H]-	C10H16NO2-	Fatty acids	0.147	Monoterpenoids	0.127	Acetate-derived alkaloids	0.039	Organic oxygen compounds	0.990	Organooxygen compounds	0.984	Carbonyl compounds	0.732	Ketones	0.585	Ketones	0.585	Organic compounds; Ketones; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	182.118	380	6.328	832570632545491317	832570063160241431	832570063160241430	378	
1	C11H17NO4	[M - H]-	C11H16NO4-	Amino acids and Peptides	0.504	Small peptides	0.147	Aminoacids	0.125	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.929	Amino acids and derivatives	0.927	L-alpha-amino acids	0.621	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	226.108	380	6.329	832570635569585132	832570073323041453	832570073323041452	664	
1	C12H16N4O4	[M - H]-	C12H15N4O4-	Alkaloids	0.856	Histidine alkaloids	0.098	Imidazole alkaloids	0.098	Organic oxygen compounds	1.000	Organooxygen compounds	0.994	Carbonyl compounds	0.771	Ketones	0.595	Ketones	0.595	Organic compounds; Organoheterocyclic compounds; Ketones; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Amines; Organic zwitterions; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	279.109	380	6.330	832570643215802146	832570086107281670	832570086107281669	986	
1	C25H28O14	[M - H]-	C25H27O14-	Shikimates and Phenylpropanoids	0.685	Monoterpenoids	0.241	Iridoids monoterpenoids	0.076	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.998	Glycosyl compounds	0.998	Phenolic glycosides	0.979	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Benzoic acid esters; Disaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 4-alkoxyphenols; 1-hydroxy-2-unsubstituted benzenoids; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Phenoxy compounds; Chemical entities	551.142	380	6.331	832570644574756964	832570127379237432	832570127379237431	1851	
1	C6H12O3	[M - H]-	C6H11O3-	Fatty acids	0.753	Fatty acyls	0.392	Fatty alcohols	0.397	Organic oxygen compounds	0.999	Organooxygen compounds	0.999	Alcohols and polyols	0.934	Primary alcohols	0.812	Primary alcohols	0.812	Organic compounds; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	131.072	380	6.333	832570632595823006	832570053731444749	832570053731444748	120	
