formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C23H28N4O7S	[M - H]-	C23H27N4O7S-	Alkaloids	0.453	Coumarins	0.034	Glycerophosphoethanolamines	0.011	Benzenoids	0.999	Benzene and substituted derivatives	0.962	Benzenesulfonamides	0.570			Benzenesulfonamides	0.570	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Benzenesulfonamides; Nitrobenzenes; Pyrimidines and pyrimidine derivatives; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Sulfonylureas; Ureas; Carboxylic acid derivatives; Organic nitro compounds; Sulfonyls; Organic oxoazanium compounds; Carboxylic acid imides; Carbonyl compounds; Ureides; N-acyl ureas; Arylsulfonic acids and derivatives; Benzene and substituted derivatives; Phenol ethers; Diazinanes; Benzenoids; Amines; Dicarboximides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	503.160	98	1.633	832641185316811872	832638658525438950	832638658525438949	3111	
1	C12H13NO5S	[M - H]-	C12H12NO5S-	Amino acids and Peptides	0.967	Phenylpropanoids (C6-C3)	0.141	Thiodiketopiperazine alkaloids	0.054	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.986	Amino acids, peptides, and analogues	0.739	Amino acids and derivatives	0.737	Alpha amino acids and derivatives	0.690	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic sulfuric acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	282.044	99	1.646	832641192447129156	832638605656229140	832638605656229139	1547	
1	C10H15FN2O3S	[M - H]-	C10H14FN2O3S-	Amino acids and Peptides	0.951	Small peptides	0.923	Aminoacids	0.838	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.983	Amino acids, peptides, and analogues	0.973	Amino acids and derivatives	0.972	Alpha amino acids	0.700	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Aryl fluorides; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Organofluorides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Aryl halides; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	261.072	99	1.657	832641004840101396	832638600258158944	832638600253964639	1360	
1	C11H13Cl3N2O4S	[M - H]-	C11H12Cl3N2O4S-	Alkaloids	0.254	Pseudoalkaloids (transamidation)	0.003	Penicillins	0.002	Benzenoids	0.998	Benzene and substituted derivatives	0.998	Benzenesulfonyl compounds	0.983			Benzenesulfonyl compounds	0.983	Organic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Sulfones; Alkyl chlorides; Carboxylic acid derivatives; Sulfonyls; Organochlorides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Alkyl halides; Aromatic alcohols; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	372.957	104	1.732	832641001857950954	832638636769581036	832638636769581035	2504	
1	C4H6F2N2O2S2	[M - H]-	C4H5F2N2O2S2-	Amino acids and Peptides	0.104	Fatty acyls	0.110	Oxygenated hydrocarbons	0.036	Organohalogen compounds	0.964	Alkyl halides	0.867	Alkyl fluorides	0.801			Alkyl fluorides	0.801	Organic compounds; Organosulfur compounds; Organohalogen compounds; Organonitrogen compounds; Alkyl fluorides; Organofluorides; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	214.978	105	1.750	832641218158213834	832638587637495873	832638587637495872	896	
1	C9H10ClNO4S2	[M - H]-	C9H9ClNO4S2-	Amino acids and Peptides	0.644	Small peptides	0.155	Aminoacids	0.129	Organosulfur compounds	0.937	Sulfonyls	0.589					Sulfonyls	0.589	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Sulfonyls; Organochlorides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	293.967	105	1.757	832641022401653227	832638609645012919	832638609645012918	1682	
2	C25H29ClN6O4S	[M - H]-	C25H28ClN6O4S-	Alkaloids	0.583	Tryptophan alkaloids	0.166	Carboline alkaloids	0.008	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.887	Amino acids, peptides, and analogues	0.858	Amino acids and derivatives	0.857	Amino acids and derivatives	0.857	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Benzenesulfonamides; Benzoic acids and derivatives; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Phenylpiperidines; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl chlorides; Carboxylic acid derivatives; Sulfonyls; Organochlorides; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Aryl halides; Aminosulfonyl compounds; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	543.156	106	1.772	832642477523157346	832638661994128877	832638661994128876	3211	
1	C16H25N3O5S2	[M - H]-	C16H24N3O5S2-	Amino acids and Peptides	0.936	Small peptides	0.062	Imidazole alkaloids	0.020	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.931	Amino acids, peptides, and analogues	0.772	Amino acids and derivatives	0.770	Alpha amino acids and derivatives	0.849	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Thioethers; Carboxylic acids; Carbonyl compounds; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	402.117	107	1.780	832642509781549992	832638643585326056	832638643585326055	2708	
2	C12H18FNO4S	[M - H]-	C12H17FNO4S-	Amino acids and Peptides	0.861	Small peptides	0.929	Aminoacids	0.778	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.992	Amino acids and derivatives	0.991	N-acyl-alpha amino acids and derivatives	0.658	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Alkyl fluorides; Aryl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Thia fatty acids; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Alkyl halides; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Methionine and derivatives; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	290.088	108	1.804	832642488315101843	832638607770158716	832638607770158715	1619	
8	C18H26N4O4S2	[M + C2H4O2 - H]-	C20H29N4O6S2-	Amino acids and Peptides	0.509	Oligopeptides	0.014	Melithiazole and Myxothiazole derivatives	0.007	Organic acids and derivatives	0.991	Carboxylic acids and derivatives	0.878	Amino acids, peptides, and analogues	0.759	Amino acids and derivatives	0.757	Amino acids and derivatives	0.757	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Thiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	485.150	108	1.806	832643034367346701	832638656684139219	832638656684139218	3056	
1	C12H16N4O5	[M - H]-	C12H15N4O5-	Amino acids and Peptides	0.921	Small peptides	0.685	Aminoacids	0.520	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.991	Amino acids, peptides, and analogues	0.997	Amino acids and derivatives	0.997	L-alpha-amino acids	0.587	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Alpha amino acids; Benzenoids; Amines; Primary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	295.103	109	1.814	832642870739158672	832638609913448420	832638609913448419	1691	
2	C44H48N2O10S2	[M - H]-	C44H47N2O10S2-	Alkaloids	0.269	Tyrosine alkaloids	0.085	Arylnaphthalene and aryltetralin lignans	0.128	Benzenoids	0.997	Naphthalenes	0.641					Naphthalenes	0.641	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Naphthalenes; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Sulfenyl compounds; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	827.266	109	1.824	832642938330367700	832638668386249168	832638668382054863	3410	
1	C9H11NO3	[M - H]-	C9H10NO3-	Amino acids and Peptides	0.959	Small peptides	0.989	Aminoacids	0.983	Organic acids and derivatives	0.731	Carboxylic acids and derivatives	0.450	Amino acids, peptides, and analogues	0.647	Amino acids and derivatives	0.649	Amino acids	0.861	Organic compounds; Amino acids, peptides, and analogues; Ketones; Phenols; Aminophenols; Organic acids and derivatives; Organonitrogen compounds; Beta-amino ketones; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Aryl ketones; Aryl alkyl ketones; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Amino acids; Phenylketones; Alkyl-phenylketones; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; o-Aminophenols; Organic nitrogen compounds; Chemical entities	180.067	110	1.826	832643986352721647	832638577696993533	832638577696993532	524	
1	C37H34N2O10	[M - H]-	C37H33N2O10-	Alkaloids	0.933	Tryptophan alkaloids	0.852	Yohimbine-like alkaloids	0.624	Organoheterocyclic compounds	0.982	Indoles and derivatives	0.851	Pyridoindoles	0.789	Beta carbolines	0.815	Beta carbolines	0.815	Organic compounds; Organoheterocyclic compounds; Pyrroles; Ketones; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Pyridoindoles; Carboxylic acid esters; Carbonyl compounds; Beta carbolines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Indoles; Aralkylamines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	665.213	110	1.828	832643355072219928	832638667962624379	832638667962624378	3393	
2	C5H12F2N2OS	[M - H]-	C5H11F2N2OS-	Fatty acids	0.338	Fatty amides	0.053	Primary amides	0.095	Organosulfur compounds	0.826	Sulfenyl compounds	0.549					Sulfenyl compounds	0.549	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Carbonyl compounds; Alkyl halides; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	185.056	110	1.830	832643343223311051	832638578812678597	832638578812678596	564	
1	C25H22F2N6O5	[M - H]-	C25H21F2N6O5-	Alkaloids	0.832	Tryptophan alkaloids	0.009	Carboline alkaloids	0.021	Benzenoids	1.000	Phenol ethers	0.513					Phenol ethers	0.513	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Pyrimidines and pyrimidine derivatives; Pyridines and derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Carboxylic acid amides; Ureas; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Diazines; Organofluorides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Aryl halides; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	523.158	110	1.830	832642849910244614	832638660547093778	832638660547093777	3171	
2	C7H6O5S	[M - H]-	C7H5O5S-	Shikimates and Phenylpropanoids	0.701	Phenolic acids (C6-C1)	0.225	Simple phenolic acids	0.295	Benzenoids	0.933	Benzene and substituted derivatives	0.849					Benzene and substituted derivatives	0.849	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Sulfuric acid esters; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	200.987	110	1.839	832644456932660739	832638583829067121	832638583829067120	752	
1	C9H13F3N4O3	[M - H]-	C9H12F3N4O3-	Alkaloids	0.338	Histidine alkaloids	0.819	Imidazole alkaloids	0.815	Organoheterocyclic compounds	0.998	Azoles	0.986	Triazoles	0.620			Triazoles	0.620	Organic compounds; Organoheterocyclic compounds; Triazoles; Alcohols and polyols; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Alkyl fluorides; Organofluorides; Tertiary alcohols; Amines; Primary amines; Halohydrins; Fluorohydrins; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	281.087	111	1.842	832644493905451797	832638605417153767	832638605412959462	1538	
3	C6H9F3N4	[M - H]-	C6H8F3N4-	Alkaloids	0.916	Histidine alkaloids	0.653	Imidazole alkaloids	0.653	Organoheterocyclic compounds	0.994	Azoles	0.867					Azoles	0.867	Organic compounds; Organoheterocyclic compounds; Organohalogen compounds; Organonitrogen compounds; Azoles; Alkyl fluorides; Organofluorides; Alkyl halides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	193.072	111	1.857	832645247399583443	832638581639640023	832638581639640022	670	
1	CH4N3O5S	[M - H]-	CH3N3O5S-	Alkaloids	0.937	Histidine alkaloids	0.148	Imidazole alkaloids	0.148	Organosulfur compounds	0.870	Sulfonyls	0.734					Sulfonyls	0.734	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	168.982	112	1.863	832644266972631967	832638574190554819	832638574190554818	410	
3	C6H8B2O4	[M - H]-	C6H7B2O4-	Terpenoids	0.477	Monoterpenoids	0.745	Pinane monoterpenoids	0.947	Organoheterocyclic compounds	0.724	Organoboroxines	0.780					Organoboroxines	0.780	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organooxygen compounds; Organometallic compounds; Organometalloid compounds; Organoboron compounds; Organoboroxines; Organic salts; Organic metalloid salts; Organic metal salts; Oxacyclic compounds; Hydrocarbon derivatives; Alkylboranes; Organic oxygen compounds; Chemical entities	163.062	112	1.866	832644502617021467	832638573213281817	832638573213281816	376	
1	C10H14F3N5O2	[M - H]-	C10H13F3N5O2-	Alkaloids	0.514	Histidine alkaloids	0.314	Imidazole alkaloids	0.310	Organic acids and derivatives	0.548	Carboxylic acids and derivatives	0.441	Amino acids, peptides, and analogues	0.517	Amino acids and derivatives	0.512	Amino acids and derivatives	0.512	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Alkyl fluorides; Organofluorides; Carbonyl compounds; Amines; Primary amines; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	292.103	112	1.867	832644464402716547	832638608722265894	832638608722265893	1653	
1	C11H20N2O5	[M - H]-	C11H19N2O5-	Amino acids and Peptides	0.997	Small peptides	1.000	Dipeptides	0.997	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Peptides	0.984	Dipeptides	0.914	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	259.130	113	1.877	832645450395512157	832638599901643039	832638599901643038	1347	
1	C4H10O4S	[M - H]-	C4H9O4S-	Fatty acids	0.996	Fatty acyls	0.752	Fatty alcohols	0.515	Organic oxygen compounds	0.997	Organooxygen compounds	0.986	Alcohols and polyols	0.898	Primary alcohols	0.762	Primary alcohols	0.762	Organic compounds; Organosulfur compounds; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	153.020	113	1.888	832645462210867303	832638570428263491	832638570428263490	282	
1	C8H12FNO3	[M - H]-	C8H11FNO3-	Amino acids and Peptides	0.970	Small peptides	0.990	Aminoacids	0.997	Organic acids and derivatives	0.949	Carboxylic acids and derivatives	0.958	Amino acids, peptides, and analogues	0.976	Amino acids and derivatives	0.976	Alpha amino acids	0.965	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	188.071	113	1.890	832645355247723073	832638580461040394	832638580461040393	629	
1	CH3N3O5S2	[M - H]-	CH2N3O5S2-	Alkaloids	0.926	Histidine alkaloids	0.215	Imidazole alkaloids	0.215	Organic acids and derivatives	0.979	Organic sulfuric acids and derivatives	0.892					Organic sulfuric acids and derivatives	0.892	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic sulfuric acids and derivatives; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	199.942	114	1.895	832645345126867005	832638583728403805	832638583728403804	748	
1	C12H13NO5S	[M - H]-	C12H12NO5S-	Amino acids and Peptides	0.968	Small peptides	0.227	Aminoacids	0.099	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.971	Amino acids, peptides, and analogues	0.903	Amino acids and derivatives	0.900	Alpha amino acids	0.720	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acids; Benzenoids; Amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	282.044	114	1.906	832645353700024805	832638605731726622	832638605731726621	1549	
1	C12H15N5O7S	[M - H]-	C12H14N5O7S-	Amino acids and Peptides	0.653	Nucleosides	0.648	Imidazole alkaloids	0.159	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.939	Amino acids, peptides, and analogues	0.934	Amino acids and derivatives	0.930	Alpha amino acids	0.647	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic sulfuric acids and derivatives; Azoles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Pentoses; Monosaccharides; Secondary alcohols; Primary carboxylic acid amides; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Alpha amino acids; Tetrahydrofurans; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	372.060	115	1.920	832645439637121450	832638636706666466	832638636706666465	2502	
2	C7H8N4O2	[M - H]-	C7H7N4O2-	Alkaloids	0.999	Pseudoalkaloids (transamidation)	0.999	Purine alkaloids	1.000	Organoheterocyclic compounds	1.000	Imidazopyrimidines	0.996	Purines and purine derivatives	0.997	Xanthines	0.997	Xanthines	0.997	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	179.056	115	1.921	832645446582889590	832638577420169419	832638577420169418	514	
1	C6H13NO2Si2	[M - H]-	C6H12NO2Si2-	Amino acids and Peptides	0.985	Small peptides	0.991	Aminoacids	0.993	Organic acids and derivatives	0.995	Carboxylic acids and derivatives	0.993	Amino acids, peptides, and analogues	0.981	Amino acids and derivatives	0.981	Alpha amino acids	0.942	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	186.042	117	1.943	832645453465742889	832638579404075576	832638579404075575	587	
1	C6H13F3N2O2	[M - H]-	C6H12F3N2O2-	Amino acids and Peptides	0.620	Small peptides	0.829	Aminoacids	0.836	Organic acids and derivatives	0.751	Carboxylic acids and derivatives	0.497	Amino acids, peptides, and analogues	0.565	Amino acids and derivatives	0.563	Alpha amino acids	0.512	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Alkyl fluorides; Carboxylic acids; Organofluorides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Alkyl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	201.087	117	1.946	832645397442421905	832638584164611496	832638584164611495	763	
2	C3HCl4NS	[M - H]-	C3Cl4NS-	Alkaloids	0.290	Fatty acyls	0.096	Oxygenated hydrocarbons	0.023	Organohalogen compounds	0.981	Organochlorides	0.982					Organochlorides	0.982	Organic compounds; Organosulfur compounds; Organohalogen compounds; Organonitrogen compounds; Organochlorides; Hydrocarbon derivatives; Organic nitrogen compounds; Chemical entities	221.849	117	1.952	832645417172428696	832638589839505883	832638589839505882	975	
