formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C11H11N4O2	[M - H]-	C11H10N4O2-	Alkaloids	0.924	Anthranilic acid alkaloids	0.203	Pyridine alkaloids	0.125	Benzenoids	0.969							Benzenoids	0.969	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	230.082	285	4.743	857750085484040601	857736944284878714	857736944284878713	1081	
1	C22H24O12	[M - H]-	C22H23O12-	Shikimates and Phenylpropanoids	0.913	Flavonoids	0.482	Depsides and depsidones	0.141	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.986	Glycosyl compounds	0.801	Phenolic glycosides	0.833	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Benzoic acids and derivatives; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Vinylogous acids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	479.119	285	4.744	857749861877303718	857737008415796712	857737008415796711	3032	
1	C13H20F3N3O3	[M - H]-	C13H19F3N3O3-	Amino acids and Peptides	0.533	Small peptides	0.907	Aminoacids	0.173	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.996	Amino acids and derivatives	0.996	Alpha amino acid amides	0.607	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Alpha amino acid amides; Amines; Tertiary amines; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	322.141	285	4.749	857749705807249920	857736973334633009	857736973334633008	2034	
1	C8H13FN2O3	[M - H]-	C8H12FN2O3-	Amino acids and Peptides	0.996	Small peptides	1.000	Aminoacids	0.999	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	L-alpha-amino acids	0.668	Organic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Aryl fluorides; Fluorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acids; Benzenoids; Amines; Primary amines; Aryl halides; Aralkylamines; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	203.083	285	4.751	857749696713998088	857736936676409858	857736936672215553	804	
1	C16H15FN4O4S2	[M - H]-	C16H14FN4O4S2-	Amino acids and Peptides	0.838	β-lactams	0.235	Cephalosporins	0.205	Benzenoids	0.962	Benzene and substituted derivatives	0.929	Halobenzenes	0.876	Fluorobenzenes	0.904	Fluorobenzenes	0.904	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Triazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl fluorides; Fluorobenzenes; Sulfonyls; Thioethers; Organofluorides; Organosulfonamides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	409.044	286	4.770	857750058057486537	857736997191837720	857736997191837719	2738	
1	C19H33N5O7	[M - H]-	C19H32N5O7-	Amino acids and Peptides	0.984	Oligopeptides	0.973	Linear peptides	0.355	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.989	Peptides	0.619	Oligopeptides	0.690	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; Amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	442.230	287	4.790	857750016571624977	857737002808011496	857737002808011495	2882	
2	C21H21FN4O4	[M - H]-	C21H20FN4O4-	Amino acids and Peptides	0.718	Peptide alkaloids	0.108	Other indole diketopiperazine alkaloids	0.063	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.983	Amino acids and derivatives	0.982	Alpha amino acids and derivatives	0.979	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alpha amino acids and derivatives; Alcohols and polyols; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Organofluorides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Tertiary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Diazinanes; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	411.150	288	4.793	857750167830811596	857736997472856123	857736997472856122	2745	
1	C11H13FN4O5	[M - H]-	C11H12FN4O5-	Amino acids and Peptides	0.303	Small peptides	0.851	Aminoacids	0.562	Organic acids and derivatives	0.961	Carboxylic acids and derivatives	0.936	Amino acids, peptides, and analogues	0.966	Amino acids and derivatives	0.966	Alpha amino acids	0.812	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Halobenzenes; Nitrobenzenes; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Aryl fluorides; Fluorobenzenes; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acids; Benzenoids; Amines; Primary amines; Aryl halides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Aralkylamines; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	299.078	288	4.805	857749733791647251	857736963595457623	857736963595457622	1737	
1	C25H30N4O6S	[M - H]-	C25H29N4O6S-	Alkaloids	0.239	Histidine alkaloids	0.008	Imidazole alkaloids	0.008	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.933	Amino acids, peptides, and analogues	0.724	Amino acids and derivatives	0.727	Amino acids and derivatives	0.727	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Ketones; Alkyl aryl ethers; Anisoles; Piperazines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Thioethers; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Phenol ethers; Diazinanes; Benzenoids; Amines; Tertiary amines; Sulfenyl compounds; Alkylarylthioethers; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	513.181	288	4.808	857750163644895935	857737012350054434	857737012350054433	3146	
2	C13H24N2O7S	[M - H]-	C13H23N2O7S-	Amino acids and Peptides	0.463	Small peptides	0.176	Leukotrienes	0.125	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.986	Amino acids and derivatives	0.986	N-acyl-alpha amino acids	0.768	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Thia fatty acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	351.121	289	4.815	857749714313298607	857736984193687663	857736984193687662	2351	
1	C17H14F2N4O3	[M - H]-	C17H13F2N4O3-	Alkaloids	0.938	Nicotinic acid alkaloids	0.115	Pyridine alkaloids	0.115	Benzenoids	1.000	Phenol ethers	0.932					Phenol ethers	0.932	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Pyridines and derivatives; Ethers; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl fluorides; Fluorobenzenes; Organofluorides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	359.097	289	4.817	857749783649339571	857736986181788069	857736986181788068	2413	
2	C13H10FNO4S	[M - H]-	C13H9FNO4S-	Shikimates and Phenylpropanoids	0.296	Flavonoids	0.035	Chalcones	0.024	Benzenoids	1.000	Benzene and substituted derivatives	0.994	Halobenzenes	0.974	Fluorobenzenes	0.978	Fluorobenzenes	0.978	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Sulfones; Aryl fluorides; Fluorobenzenes; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	294.023	289	4.822	857749958891555925	857736961754157902	857736961754157901	1684	
2	C15H20N2O7	[M - H]-	C15H19N2O7-	Amino acids and Peptides	0.767	Peptide alkaloids	0.082	3-Spirotetramic acids	0.079	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.976	Monosaccharides	0.977	Hexoses	0.833	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Ketones; Alcohols and polyols; Lactams; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Hexoses; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Polyols; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	339.119	290	4.829	857749717463221148	857736980087463457	857736980087463456	2233	
1	C9H17NO4	[M - H]-	C9H16NO4-	Amino acids and Peptides	0.616	Saccharides	0.105	Cyanogenic glycosides	0.104	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Alcohols and polyols	0.899	Secondary alcohols	0.861	Secondary alcohols	0.861	Organic compounds; Alcohols and polyols; Ethers; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	202.108	291	4.846	857749736002045561	857736936101790115	857736936101790114	785	
2	C8H9N4O3	[M - H]-	C8H8N4O3-	Amino acids and Peptides	0.774	Small peptides	0.929	Aminoacids	0.814	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.980	Amino acids and derivatives	0.980	Alpha amino acids and derivatives	0.977	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Triazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	208.062	291	4.848	857749947260750434	857736937427190419	857736937427190418	833	
1	C10H13N3O3S3	[M - H]-	C10H12N3O3S3-	Amino acids and Peptides	0.996	Small peptides	0.701	Aminoacids	0.121	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.974	Amino acids, peptides, and analogues	0.901	Amino acids and derivatives	0.898	Alpha amino acids and derivatives	0.906	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Thiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Sulfonyls; Organosulfonamides; Carbonyl compounds; Aminosulfonyl compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	318.004	291	4.849	857750026352742199	857736972181199214	857736972181199213	1995	
1	C23H26O13	[M - H]-	C23H25O13-	Polyketides	0.623	Aromatic polyketides	0.311	Depsides and depsidones	0.688	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.980	Monosaccharides	0.985	Hexoses	0.821	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Salicylic acid and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Cresols; Benzoic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Methoxybenzoic acids and derivatives; M-methoxybenzoic acids and derivatives; Benzenoids; Vinylogous acids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; o-Hydroxybenzoic acid esters; Phenoxy compounds; Chemical entities	509.129	291	4.850	857750040789536619	857737012043870202	857737012043870201	3138	
1	C15H21N3O7	[M - H]-	C15H20N3O7-	Amino acids and Peptides	0.684	Mycosporine derivatives	0.501	Mycosporine and Mycosporine-like amino acids	0.504	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbonyl compounds	0.998	Ketones	0.982	Cyclohexenones	0.877	Organic compounds; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Enamines; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Tertiary alcohols; Carbonyl compounds; Polyols; Amines; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	354.130	292	4.869	857751498817693544	857736985229680921	857736985229680920	2385	
2	C16H18F2N2O6	[M - H2O - H]-	C16H15F2N2O5-	Amino acids and Peptides	0.218	Cyclic polyketides	0.024	Mycosporine and Mycosporine-like amino acids	0.022	Lipids and lipid-like molecules	0.727	Fatty Acyls	0.694					Fatty Acyls	0.694	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Pyridines and derivatives; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Secondary carboxylic acid amides; Tertiary alcohols; Carbonyl compounds; Fluorohydrins; Alkyl halides; Cyclic ketones; Vinylogous amides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	353.098	293	4.877	857750240438409794	857736984785084622	857736984785084621	2370	
1	C6H10O4	[M - H]-	C6H9O4-	Fatty acids	0.956	Fatty Acids and Conjugates	0.952	Oxo fatty acids	0.433	Lipids and lipid-like molecules	0.763	Fatty Acyls	0.816	Fatty acids and conjugates	0.780	Branched fatty acids	0.800	Methyl-branched fatty acids	0.696	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Keto acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Short-chain keto acids and derivatives; Carbonyl compounds; Alpha-hydroxy ketones; Beta-hydroxy ketones; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	145.051	293	4.880	857750185648215701	857736919924356757	857736919924356756	219	
1	C7H14O4	[M - H]-	C7H13O4-	Carbohydrates	0.225	Polyols	0.302	Cyclitols	0.381	Organic oxygen compounds	0.999	Organooxygen compounds	0.999	Alcohols and polyols	0.963	Secondary alcohols	0.874	Cyclohexanols	0.733	Organic compounds; Alcohols and polyols; Organooxygen compounds; Cyclic alcohols and derivatives; Secondary alcohols; Polyols; Cyclitols and derivatives; Cyclohexanols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	161.082	293	4.885	857750972336070674	857736924160604512	857736924160604511	362	
1	C7H10F2O4S	[M - H]-	C7H9F2O4S-	Fatty acids	0.916	Fatty Acids and Conjugates	0.573	Halogenated fatty acids	0.548	Organic oxygen compounds	0.999	Organooxygen compounds	0.999	Carbonyl compounds	0.970	Ketones	0.654	Ketones	0.654	Organic compounds; Organosulfur compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Alkyl fluorides; Monocarboxylic acids and derivatives; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	227.020	294	4.907	857750258419391922	857736942779123298	857736942779123297	1025	
1	C5H6N2O5	[M - H]-	C5H5N2O5-	Alkaloids	0.678	Nicotinic acid alkaloids	0.034	Pyridine alkaloids	0.034	Organic 1,3-dipolar compounds	0.779	Allyl-type 1,3-dipolar organic compounds	0.612	Organic nitro compounds	0.588	C-nitro compounds	0.572	C-nitro compounds	0.572	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Organic oxoazanium compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	173.018	295	4.916	857750259526688294	857736926916262715	857736926916262714	457	
2	C7H13NO3	[M - H]-	C7H12NO3-	Fatty acids	0.876	Small peptides	0.657	Aminoacids	0.496	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.995	Amino acids, peptides, and analogues	0.665	Amino acids and derivatives	0.664	Amino acids	0.522	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	158.083	295	4.921	857750243676412714	857736923380463823	857736923380463822	333	
2	C18H18N4O7	[M - H]-	C18H17N4O7-	Alkaloids	0.593	Nucleosides	0.220	Purine nucleosides	0.076	Organic 1,3-dipolar compounds	0.619	Allyl-type 1,3-dipolar organic compounds	0.753	Organic nitro compounds	0.620	C-nitro compounds	0.629	Nitroaromatic compounds	0.569	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Organic nitro compounds; Diazines; Organic oxoazanium compounds; Carbonyl compounds; Benzene and substituted derivatives; N-substituted imidazoles; Benzenoids; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Vinylogous amides; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	401.108	297	4.946	857750330536255142	857736995811911491	857736995811911490	2698	
2	C7H9N7O2	[M - H]-	C7H8N7O2-	Alkaloids	0.773	Histidine alkaloids	0.924	Imidazole alkaloids	0.925	Organoheterocyclic compounds	0.999	Azoles	0.954	Imidazoles	0.560	Substituted imidazoles	0.560	Substituted imidazoles	0.560	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organonitrogen compounds; Azoles; Substituted imidazoles; Amines; Primary amines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	222.077	297	4.948	857750242996935403	857736941562774913	857736941562774912	980	
1	C14H20N4O5	[M - H]-	C14H19N4O5-	Amino acids and Peptides	0.885	Mycosporine derivatives	0.127	Mycosporine and Mycosporine-like amino acids	0.127	Organic acids and derivatives	0.981	Carboxylic acids and derivatives	0.906	Amino acids, peptides, and analogues	0.821	Amino acids and derivatives	0.813	Alpha amino acids and derivatives	0.796	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ketones; Alcohols and polyols; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carbonyl compounds; Polyols; Amines; Cyclic ketones; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	323.134	298	4.968	857750196515657940	857736973842143858	857736973842143857	2047	
1	C8H8O6S	[M - H]-	C8H7O6S-	Shikimates and Phenylpropanoids	0.337	Phenolic acids (C6-C1)	0.186	Simple phenolic acids	0.294	Organic acids and derivatives	0.999	Organic sulfuric acids and derivatives	0.958	Sulfuric acid esters	0.844	Sulfuric acid monoesters	0.703	Sulfuric acid monoesters	0.703	Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Carboxylic acids; Carbonyl compounds; Sulfuric acid esters; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	230.997	299	4.980	857751462977364678	857736944574285745	857736944574285744	1092	
1	C16H20F2N4O2	[M - H]-	C16H19F2N4O2-	Alkaloids	0.990	Nicotinic acid alkaloids	0.207	Pyridine alkaloids	0.206	Benzenoids	0.994	Benzene and substituted derivatives	0.981	Halobenzenes	0.979	Fluorobenzenes	0.981	Fluorobenzenes	0.981	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Triazoles; Alcohols and polyols; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl fluorides; Fluorobenzenes; Organofluorides; Tertiary alcohols; Benzene and substituted derivatives; Benzenoids; Amines; Aryl halides; Aromatic alcohols; Aralkylamines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	337.149	299	4.984	857750226517514655	857736979839999486	857736979839999485	2226	
1	C8H16N3O4	[M - H]-	C8H15N3O4-	Amino acids and Peptides	0.802	Small peptides	0.953	Aminoacids	0.917	Organic acids and derivatives	0.740	Carboxylic acids and derivatives	0.675	Amino acids, peptides, and analogues	0.780	Amino acids and derivatives	0.779	Alpha amino acids	0.825	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	217.108	299	4.986	857751489728636475	857736940208014471	857736940203820166	933	
