row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,neg_230403_AnnaBatch4_448_RB4_1_16949.mzML Peak area,neg_230403_AnnaBatch4_449_RB5_1_16970.mzML Peak area,neg_230403_AnnaBatch4_450_RB6_1_16973.mzML Peak area,neg_230403_AnnaBatch4_451_RB7_1_16955.mzML Peak area,neg_230403_AnnaBatch4_452_RB8_1_16967.mzML Peak area,neg_230403_AnnaBatch4_453_RC1_1_16972.mzML Peak area,neg_230403_AnnaBatch4_454_RC2_1_16958.mzML Peak area,neg_230403_AnnaBatch4_455_RC3_1_16976.mzML Peak area,neg_230403_AnnaBatch4_456_RC4_1_16961.mzML Peak area,neg_230403_AnnaBatch4_457_RC5_1_16956.mzML Peak area,neg_230403_AnnaBatch4_458_RC6_1_16950.mzML Peak area,neg_230403_AnnaBatch4_459_RC7_1_16962.mzML Peak area,neg_230403_AnnaBatch4_460_RC8_1_16979.mzML Peak area,neg_230403_AnnaBatch4_461_RD1_1_16952.mzML Peak area,neg_230403_AnnaBatch4_462_RD2_1_16977.mzML Peak area,neg_230403_AnnaBatch4_463_RD3_1_16954.mzML Peak area,neg_230403_AnnaBatch4_464_RD4_1_16963.mzML Peak area,neg_230403_AnnaBatch4_465_RD5_1_16966.mzML Peak area,neg_230403_AnnaBatch4_466_RD6_1_16957.mzML Peak area,neg_230403_AnnaBatch4_467_RD7_1_16951.mzML Peak area,neg_230403_AnnaBatch4_468_RD8_1_16968.mzML Peak area,neg_230403_AnnaBatch4_469_RE1_1_16969.mzML Peak area,neg_230403_AnnaBatch4_470_RE2_1_16971.mzML Peak area,neg_230403_AnnaBatch4_471_RE3_1_16959.mzML Peak area,
333,158.08221480480435,6.2918344,,,,,,,,,,,0,0,0,0,0,442.86203,155.50723,128.2721,0,177.32762,118.503334,108.904564,0,106.051544,0,117.63127,222.07805,174.57097,99.72774,227.30634,246.07428,332.5718,369.9109,0,
334,158.08229511771947,5.4961696,,,,,,,,,,,0,0,0,0,0,0,284.9401,786.0033,0,0,164.9394,359.76642,70.08397,0,306.77075,0,0,0,0,0,0,0,0,0,
335,158.0823036923469,4.5357533,,,,,,,,,,,735.89984,364.56314,583.3425,878.1074,132.82172,0,182.97908,0,139.17535,318.3787,154.87746,659.98236,0,859.1252,388.05148,273.77966,378.88934,216.26228,421.3913,667.6019,493.30942,377.26932,220.93025,418.21286,
336,158.0824218736038,5.728222,,,,,,,,,,,0,0,0,0,216.72687,5307.6636,0,0,289.8077,1836.5059,153.95822,269.78677,193.53653,421.79364,495.1979,725.06165,1720.0228,1072.8354,923.3536,1701.0437,652.96265,1442.1876,2341.1494,2019.218,
337,159.06583122846337,6.92984,,,,,,,,,,,0,176.81215,323.4053,582.1117,0,0,85.055824,0,0,129.47615,0,0,0,0,77.47533,79.27932,0,0,0,0,0,0,0,97.75786,
338,159.06629001885617,6.0924187,,,,,,,,,,,814.8414,1026.9777,1127.1061,1070.0732,170.7347,1037.6813,671.42786,384.95663,168.24706,1021.5915,841.362,527.6948,341.9887,1176.9718,631.16595,546.62964,490.95486,844.93567,424.88437,842.0127,819.8177,976.2032,942.3118,1208.3011,
339,159.06650353479472,3.673058,,,,,,,,,,,617.5133,867.00354,930.6714,1155.5575,0,536.9145,566.851,0,0,438.55075,275.45236,0,114.98918,732.54205,273.33777,253.62854,0,130.33144,0,0,0,140.30656,0,0,
340,159.06669770433533,3.4224632,,,,,,,,,,,0,0,0,0,0,380.16403,0,236.38245,0,381.33176,0,0,0,0,0,0,0,0,0,0,0,0,118.77614,138.42896,
341,159.06684233116232,4.638046,,,,,,,,,,,346.45114,389.75485,510.02124,522.3327,0,409.62784,137.74925,0,0,354.0155,0,0,0,172.06696,0,0,0,0,0,0,0,0,0,0,
342,159.1022131702453,7.704044,,,,,,,,,,,429.7621,455.11127,513.5483,546.3116,0,197.61833,186.43481,202.82784,0,212.43547,139.32082,104.02969,143.84193,361.68048,93.64551,0,193.65137,152.79947,0,90.77527,129.8288,0,131.27184,0,
343,159.10223661555995,7.549637,,,,,,,,,,,212.47649,209.4595,287.9592,340.31613,0,0,0,125.52066,0,139.10472,103.04511,0,102.34418,153.5236,0,0,0,0,0,0,0,0,0,0,
344,159.10242159604158,8.162412,,,,,,,,,,,615.5723,794.3752,973.32654,872.35333,139.73665,354.6677,277.8868,266.315,96.82432,339.1319,223.4083,223.39009,179.52832,680.33704,136.9429,167.65102,240.64409,177.04239,223.96486,387.12888,300.84113,325.7066,282.06393,253.29848,
345,159.10250682427514,7.1807694,,,,,,,,,,,426.10574,0,0,0,0,0,0,0,0,0,0,131.13232,0,0,173.79295,0,0,0,0,0,180.80853,236.11516,0,259.23688,
346,159.1025126383283,8.990238,,,,,,,,,,,605.9375,858.9349,1006.9865,663.7847,110.74067,994.6847,582.2354,360.93082,0,522.43335,394.0107,389.04617,187.33086,799.4564,459.19217,380.4617,386.34857,300.49698,183.92555,558.8031,416.51035,431.78882,595.19324,340.7665,
347,159.1025804898592,7.3287406,,,,,,,,,,,1653.2546,2542.5593,3578.8826,3587.5396,326.15445,1906.0366,2238.793,1814.8441,246.55467,1728.926,1340.6683,488.36334,784.1973,2190.2268,783.5788,864.7578,753.3037,881.0754,673.6525,1072.9348,993.5993,1091.5941,1485.655,923.5224,
348,159.1026650043932,9.662458,,,,,,,,,,,2708.212,4056.833,3946.7214,5511.8555,0,521.4307,755.7149,333.3346,0,488.18045,497.8381,0,450.07794,1408.3854,158.00508,664.7049,378.91327,159.22403,185.03099,0,317.2227,274.59534,292.82065,323.39456,
349,159.8450860904204,1.4694389,,,,,,,,,,,0,0,0,0,0,1928.7732,0,0,0,1281.1569,0,0,213.90807,0,0,0,0,0,0,0,0,0,0,0,
350,159.84512454862718,1.8173311,,,,,,,,,,,321.08194,135.84961,180.76482,0,0,0,507.8803,0,0,0,0,757.1922,0,0,0,882.7016,931.0189,0,0,799.14124,0,0,0,0,
351,160.04017318794965,7.8387055,,,,,,,,,,,0,0,0,0,0,342.8678,0,227.12492,0,272.1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
352,160.06137552527554,2.4874604,,,,,,,,,,,0,0,0,0,231.59286,109.174286,232.04475,187.1632,82.31266,352.11047,106.574745,173.45169,0,0,0,0,0,0,0,0,0,0,0,0,
353,160.06146590903165,2.0122218,,,,,,,,,,,103.420204,141.26773,152.61037,202.9567,0,219.42416,106.19614,0,0,181.21031,0,0,0,161.3077,82.315475,96.34826,0,260.906,0,124.300415,141.03998,222.65593,220.7546,117.80988,
354,160.84212601839238,1.8643683,,,,,,,,,,,1524.9012,1199.2227,2517.3796,1119.5459,0,0,102.26598,0,0,0,435.2935,0,0,747.2641,122.696,316.0554,225.95044,0,0,0,0,0,0,356.2656,
355,160.84216098606547,1.2056875,,,,,,,,,,,8802.836,8108.7764,4720.791,5211.031,2232.8167,3131.3625,3394.4927,3232.4866,0,3360.5928,4422.586,2835.2368,3323.7805,3654.5776,4671.9146,4182.818,3573.3066,3600.0432,3455.4827,4934.0977,3799.6543,4059.5366,4107.3296,3882.2312,
356,161.02491617201684,6.3549004,,,,,,,,,,,96.35603,99.73165,127.009796,188.0351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
357,161.04558805538096,3.6581454,,,,,,,,,,,0,0,0,0,0,530.98267,4434.827,927.4563,0,0,447.7502,167.31586,0,0,0,0,0,388.98734,0,0,0,0,1003.433,0,
358,161.04559026225195,1.8376951,,,,,,,,,,,178.41476,279.49527,267.4197,349.94272,164.48407,814.53326,452.33136,471.30045,137.99368,521.3103,1222.6287,0,764.7422,479.9495,1044.1401,439.69516,204.61711,1007.69836,0,295.35095,1226.3578,1189.3396,0,513.39386,
359,161.04562168118832,2.086529,,,,,,,,,,,134.80687,496.34723,635.6621,723.4321,517.06195,2480.2617,2008.1932,1429.3955,0,2439.2793,1996.5585,715.76294,1278.6279,1773.102,1986.6099,1165.7731,642.54956,2419.497,1388.9307,1245.1726,2285.1228,2770.3396,3047.4988,1820.9138,
360,161.0457790066455,5.563514,,,,,,,,,,,0,0,0,0,0,362.47537,1994.543,608.31946,0,450.91214,0,232.22224,0,0,0,0,0,0,0,0,0,0,662.7203,326.71628,
361,161.08159348516375,5.841957,,,,,,,,,,,0,96.67879,0,0,0,609.57916,475.27612,0,0,0,0,242.74968,0,134.03772,0,139.01392,326.05276,0,0,0,0,0,0,0,
362,161.08124478586922,3.6954665,,,,,,,,,,,0,0,142.63536,0,0,0,0,0,0,77.7479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
363,161.0812943853197,4.906934,,,,,,,,,,,0,0,0,0,0,320.3782,201.01892,0,0,359.44205,0,0,0,105.40855,0,0,0,0,0,187.37021,0,0,0,0,
364,161.08151208776349,6.385288,,,,,,,,,,,240.68562,286.4988,297.10306,325.66727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
365,161.84212191730438,1.8158417,,,,,,,,,,,0,0,0,0,0,1926.2358,0,0,0,0,0,788.3726,0,0,0,0,0,0,0,0,0,0,0,0,
366,161.8421785713085,1.6784166,,,,,,,,,,,0,0,0,0,0,0,0,238.10777,0,0,0,0,0,0,0,0,0,0,0,845.3486,0,0,494.0019,0,
367,162.8390448417622,2.0546784,,,,,,,,,,,0,0,0,0,139.64624,682.9712,268.71603,163.11679,0,927.1297,0,0,558.3401,1151.7992,563.75226,329.10013,205.81467,442.2985,104.699776,156.48578,293.83182,401.76474,404.06433,206.92142,
368,162.83914632049854,1.2060672,,,,,,,,,,,4941.6846,5137.5503,7184.5615,8093.6333,2281.3923,3061.8542,3064.9421,2867.6526,0,3362.24,4001.6794,2938.1638,3249.2107,3379.113,4513.381,3827.38,3281.7593,3348.514,3269.6506,4167.8115,3865.7095,3849.0906,4001.1252,3569.006,
369,162.83919097993132,1.8607777,,,,,,,,,,,2035.0968,1239.8018,1380.7015,1502.1263,0,0,105.692825,0,0,0,547.3173,266.80408,0,599.9305,0,285.39417,321.9216,0,0,387.97598,78.809235,0,0,0,
370,162.90209979656103,1.4934237,,,,,,,,,,,0,0,0,0,0,565.8882,0,388.34604,0,357.67813,0,250.20662,0,0,0,0,203.1263,0,0,180.49332,0,0,0,181.9611,
371,162.90240317780302,2.1121883,,,,,,,,,,,0,0,0,0,487.65952,1542.3701,799.5681,906.9279,258.81274,1068.4513,735.06006,551.4924,391.50717,265.7051,507.77985,223.87302,637.35144,755.3512,441.407,496.85144,484.72287,674.5848,483.9774,452.27936,
372,162.9398897257691,1.2201583,,,,,,,,,,,2697.5754,2608.4065,2755.8777,2307.1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
373,163.04017301284884,5.744427,,,,,,,,,,,0,373.67822,189.46506,335.80957,210.2687,1715.7502,356.87445,832.9662,0,1093.0337,261.81635,652.30975,153.82814,410.8696,295.09308,527.7179,311.72034,560.06006,242.64085,623.3225,303.61942,648.3275,995.50604,492.80234,
374,163.0400410793919,6.1843677,,,,,,,,,,,163.38185,266.78372,436.08093,389.99966,0,541.3673,308.348,371.05463,0,361.55334,178.46944,223.75711,0,289.33298,170.13123,137.81615,95.6681,324.49237,0,240.89323,175.15234,350.27274,384.43835,440.0106,
375,163.0402690680285,7.052083,,,,,,,,,,,0,0,0,0,0,438.84366,220.66393,0,0,0,0,0,0,0,176.24101,0,0,184.17255,746.14026,276.019,0,0,259.37094,0,
376,163.06077660350815,1.3132898,,,,,,,,,,,292.06277,569.3531,476.21765,722.9453,253.0566,1018.8898,861.6116,778.81824,0,849.0082,840.05115,229.06952,428.58417,909.33636,362.31604,591.1762,315.85907,252.92522,256.20148,0,184.50452,221.51508,198.53072,0,
377,163.0608948714675,1.8397775,,,,,,,,,,,406.6776,880.45294,866.814,1074.2416,137.51854,635.5321,583.6011,370.91595,0,573.7355,503.40396,0,303.8896,868.6282,426.545,329.28223,164.45937,0,0,0,101.32571,147.04417,0,0,
378,163.06181047506553,8.02637,,,,,,,,,,,104.34807,0,0,0,143.26689,0,0,0,0,0,0,185.8446,0,140.0811,0,0,215.32002,0,0,181.88821,0,0,0,0,
379,163.0763271993295,11.904625,,,,,,,,,,,273.47952,277.15695,254.90475,429.1997,109.11773,164.28235,135.61552,0,0,184.90158,123.91149,119.04605,101.555084,222.83089,94.72182,198.52338,149.98497,92.64742,0,160.13954,0,0,111.087944,180.648,
380,163.07635261769394,10.5607,,,,,,,,,,,52324.562,33401.703,25201.305,48192.57,15955.912,33091.703,14064.379,20464.592,3837.9146,29044.975,9796.581,9030.748,12029.261,32471.5,11549.516,29330.848,20974.146,11893.255,16266.133,15849.025,6950.591,10906.271,8961.561,12245.746,
381,164.07165136596623,3.0206165,,,,,,,,,,,4318.7334,4333.8677,4056.892,3550.083,1984.3156,5274.074,9008.907,4562.2373,2379.7375,5225.1597,2940.1995,4563.171,2268.398,16354.288,6826.295,20734.836,5323.991,1862.4528,8104.4272,5147.9775,3380.5127,3597.738,5128.9375,2915.923,
382,164.89986880288657,1.4806472,,,,,,,,,,,0,0,0,0,0,410.47626,0,268.6953,0,243.93878,0,158.62474,0,0,0,0,172.95006,0,0,0,0,0,131.35007,0,
383,165.01941781435693,5.861648,,,,,,,,,,,1850.4033,1747.9808,1965.8282,2376.7952,843.0438,1495.1136,864.0953,1198.5739,903.19556,1863.7001,886.91174,1266.6646,729.77954,1677.0052,897.09045,1615.7563,1667.1381,887.75006,719.1938,1390.5099,949.57904,1216.1925,1295.284,1432.7601,
384,165.01943407748132,6.5032454,,,,,,,,,,,257.4984,258.8764,391.1303,413.0756,0,311.94504,216.16681,158.80577,0,234.65207,0,0,0,188.7457,111.76281,110.40865,0,276.89697,0,0,141.05244,285.6556,254.69682,295.62726,
385,165.01947307009476,5.690594,,,,,,,,,,,0,312.69827,0,0,128.96252,1970.6593,622.5167,786.4282,157.01541,1300.5255,585.63776,315.0681,269.68448,683.58075,721.6301,802.6529,0,1238.9686,173.4015,883.8208,858.3715,1430.735,1778.6201,1620.2223,
386,165.01962680892714,7.561678,,,,,,,,,,,0,135.64426,130.39297,180.52484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
387,165.01995412228018,3.460375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.4515,0,0,0,0,0,0,223.89053,368.33328,241.90698,
388,165.02923697867274,3.6527166,,,,,,,,,,,0,0,0,0,0,0,0,0,0,265.73962,512.5254,176.49364,0,0,0,0,0,0,0,0,0,0,0,0,
389,165.04019162335712,1.250275,,,,,,,,,,,0,0,0,0,403.9606,1325.6407,909.9715,2374.2231,470.7596,967.82324,3453.4714,2639.245,2185.4932,1676.2192,1929.4634,2477.7595,2787.4688,2562.527,5056.546,2286.7156,4389.48,3815.9675,5591.5156,3506.5015,
390,165.04028089138814,19.959042,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1327.6298,0,0,1089.1454,0,0,0,0,0,0,0,0,0,0,
391,165.0408191291966,8.103341,,,,,,,,,,,1367.0176,1237.1586,1423.5267,2884.0815,741.51056,2800.6355,605.1905,817.0511,338.30923,1488.009,579.622,561.1696,592.2972,1505.5186,446.89355,692.546,653.2498,531.03906,348.8341,494.39096,389.29596,423.4579,556.6306,598.1887,
392,165.0545485651598,2.4222374,,,,,,,,,,,0,0,0,0,138.11046,0,0,0,0,0,0,0,0,0,0,0,119.48781,0,296.10913,319.1078,0,0,0,0,
393,165.05552009194298,6.634974,,,,,,,,,,,0,0,0,0,233.29845,891.95026,782.62634,968.9095,194.00232,0,397.18878,453.2325,0,0,0,0,0,0,0,0,0,0,0,0,
394,165.05565957872355,7.244932,,,,,,,,,,,165.38727,232.28056,251.33577,381.6861,152.94975,2658.6738,514.1829,572.55414,323.4263,3632.99,1971.2698,710.3492,0,0,0,0,0,0,0,0,0,0,0,0,
395,165.05619629557617,6.8618193,,,,,,,,,,,318.783,507.53574,406.12274,559.44366,0,217.19597,0,0,0,0,251.52863,0,0,116.52925,0,0,0,0,0,0,0,0,0,0,
396,166.05112080513499,6.1373334,,,,,,,,,,,0,431.3525,388.42404,459.46982,0,220.46486,0,0,0,187.22078,0,0,0,279.53043,0,127.54466,0,0,0,0,0,0,0,0,
397,167.03450507670928,4.8888073,,,,,,,,,,,195.2809,244.61131,346.64053,356.1973,0,854.74414,195.33456,306.4251,0,405.53638,146.90791,200.0692,0,266.84546,110.15012,0,0,164.21095,0,0,0,127.05772,114.61042,165.07834,
398,167.03466759895508,5.1947107,,,,,,,,,,,0,0,0,0,344.9475,1349.7283,634.24554,1188.6013,204.93199,941.5715,622.554,763.5557,319.72638,660.47894,639.79944,875.7498,812.9472,707.7797,515.8879,665.3023,505.489,678.19354,1244.2833,985.26965,
399,167.0348467688218,6.0038004,,,,,,,,,,,0,0,0,0,0,451.704,177.64703,303.11777,0,297.1405,112.73949,125.39309,0,0,261.31247,224.69734,287.7751,0,312.96173,320.3115,182.45268,154.0036,264.58804,210.88545,
400,167.03486970655263,6.4542837,,,,,,,,,,,0,0,0,86.10255,0,0,0,0,0,0,0,732.51733,0,147.64087,0,374.8784,0,0,0,0,0,0,278.74536,0,
401,167.03493609606232,6.9510026,,,,,,,,,,,0,0,0,0,410.7727,2921.883,848.8207,2210.728,452.38715,2083.8826,1028.2482,1050.773,1359.319,1820.5262,2923.827,1251.6656,453.70065,1001.9688,525.6721,398.68893,392.51297,646.19586,907.6924,654.6221,
402,167.03497951417447,6.2545376,,,,,,,,,,,710.91003,1333.0667,1190.1427,1326.2979,124.92816,1145.2452,433.23306,493.42978,0,305.07562,352.48346,0,222.09886,371.44925,376.14166,405.6362,1025.8634,257.15106,1266.051,1104.2043,275.71536,307.39117,359.63846,291.63943,
403,167.07128801107856,9.216416,,,,,,,,,,,945.81604,553.3367,634.67975,891.7297,455.43057,585.9665,211.57385,432.78262,0,530.1522,0,213.94637,172.65628,623.8373,236.74185,502.6744,504.53897,196.12833,314.34137,309.5975,117.30803,176.00871,138.87068,245.901,
404,167.10771598928096,9.613029,,,,,,,,,,,0,0,131.17647,0,0,96.215744,0,0,0,0,0,0,0,0,0,62.34358,0,0,0,0,0,0,0,0,
405,167.14410226205268,13.774816,,,,,,,,,,,168.43314,154.10263,136.89963,196.42622,89.240105,82.5936,0,143.8316,0,112.31879,0,90.37287,0,0,0,0,103.69073,0,0,0,0,0,0,0,
406,167.14419543578558,14.208156,,,,,,,,,,,2232.728,1052.6434,1669.7423,2198.9785,1115.9751,2459.5557,721.3772,1083.3185,163.10979,1409.3567,483.0516,290.92313,292.49976,1344.2279,562.17303,1133.8816,761.2112,425.3451,439.80212,600.5373,336.25137,324.52164,683.20844,716.446,
407,168.03320463821726,1.2492703,,,,,,,,,,,0,0,0,0,1471.8765,748.09906,725.6136,1382.333,812.0014,484.74014,631.0928,1201.012,0,0,0,0,0,0,0,0,0,0,0,183.38467,
408,168.06647820872743,4.4776793,,,,,,,,,,,0,144.50081,0,127.90138,0,234.80786,0,0,0,0,0,0,0,124.65223,0,0,0,0,0,0,0,0,0,0,
409,168.10301784536014,8.989342,,,,,,,,,,,170.2851,0,1565.1201,0,0,0,0,0,0,0,0,1338.0516,0,1276.5365,0,0,0,0,883.65717,1255.27,795.1723,696.54047,1294.955,1251.9177,
410,168.93018602829196,1.2988111,,,,,,,,,,,0,648.604,689.30536,561.90546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
411,168.98173971155967,1.8433933,,,,,,,,,,,0,0,0,0,141.23068,604.07587,222.70781,793.1081,0,299.0787,174.1346,557.69507,119.27393,0,241.73904,173.20125,0,0,113.714386,286.49445,0,166.6805,591.59607,587.48126,
412,168.99925849961897,2.057927,,,,,,,,,,,284.03394,336.7,290.78268,377.8102,290.693,1377.2926,0,657.09064,91.13187,0,721.35846,394.7501,183.02673,514.289,368.62332,517.3927,260.67398,0,138.50981,235.3017,435.03458,226.2135,1049.7019,236.00165,
413,169.01339063421676,2.7305279,,,,,,,,,,,0,0,0,0,0,196.82695,0,116.59372,0,0,121.77582,0,0,158.17723,152.17499,0,0,0,0,0,0,116.940094,0,0,
414,169.08679960734113,10.575453,,,,,,,,,,,0,159.6519,0,0,75.39209,844.6804,311.5401,321.67114,0,369.5296,273.85077,191.9859,175.78345,281.29333,180.72278,271.8176,220.35771,124.4246,244.70523,279.7339,259.8109,402.94055,311.66006,314.09805,
415,169.0869141895162,8.095387,,,,,,,,,,,905.88904,809.0353,885.4512,1133.163,183.57892,1367.0621,1365.7821,448.81726,170.98901,981.7852,736.53015,485.60788,542.2544,955.94354,715.8968,630.7166,766.6882,776.6742,641.4002,957.34454,730.92993,1165.802,965.08276,856.7846,
416,169.08691033092526,7.345057,,,,,,,,,,,653.6129,675.8489,931.6058,667.211,122.94201,759.6852,286.92328,423.63635,0,679.7674,334.43808,186.05688,266.2446,619.3049,443.01077,376.2673,221.09021,214.10019,143.26299,256.47614,168.7373,411.5882,223.01662,353.27383,
417,169.08693435415816,8.494071,,,,,,,,,,,464.34497,660.43774,522.32654,565.6564,67.70253,618.3519,296.9465,210.4206,0,357.0333,226.41353,0,111.57447,373.39328,179.45642,189.70207,153.42857,136.71487,120.752945,122.789185,139.9453,192.7259,163.67436,277.91562,
418,169.08695233307105,10.17127,,,,,,,,,,,221.64618,225.0897,196.34888,157.07098,0,291.80264,117.19411,127.78503,100.30223,0,0,0,0,0,0,86.07223,0,80.82268,0,200.56133,0,0,129.5244,124.335144,
419,169.08697930893976,6.7760243,,,,,,,,,,,1825.6238,1309.8214,1513.342,1814.5835,563.34143,401.85977,650.1985,876.98376,598.27246,1398.3273,508.41776,2148.1355,570.7458,1536.9154,870.0022,694.532,790.4894,373.7918,1271.7701,2065.4768,1541.2422,1176.4327,722.26385,911.3726,
420,169.08704211755145,8.870466,,,,,,,,,,,0,393.16483,397.68506,471.6252,0,0,0,0,0,0,0,0,0,0,0,117.821045,0,0,0,0,0,0,0,0,
421,169.12320437149037,8.874844,,,,,,,,,,,0,0,0,0,241.73083,914.6577,383.108,425.1998,0,334.11374,222.77933,217.17168,210.66527,289.10028,286.93692,360.8994,459.66174,392.52103,170.78079,449.8444,307.29947,281.48294,430.52896,319.0323,
422,169.12325810905327,15.615573,,,,,,,,,,,165.45468,108.86129,112.25018,170.30165,76.76103,124.12617,0,114.22285,0,83.32654,0,75.32808,0,84.06145,0,0,82.85986,0,0,0,0,0,0,0,
423,169.12334119442323,9.504299,,,,,,,,,,,0,0,0,0,0,0,270.3945,0,0,0,0,0,0,0,0,0,0,104.423935,0,0,0,0,220.45386,102.0261,
424,169.12361624737312,14.404503,,,,,,,,,,,272.84464,156.59187,127.65709,248.90657,0,113.00574,0,0,0,0,0,0,0,0,0,90.03668,92.17073,0,0,0,0,0,0,0,
425,170.04611146426123,2.078595,,,,,,,,,,,0,0,0,0,0,348.9652,503.27917,254.14363,0,251.41031,0,0,150.14546,184.15137,189.75925,0,91.85724,329.2407,0,104.642235,0,173.65071,291.18842,152.91553,
426,170.11840936421936,8.165334,,,,,,,,,,,207.38594,0,0,417.3856,176.51297,0,0,0,0,267.19785,0,0,0,0,181.46692,0,149.3573,0,0,0,0,71.06352,0,0,
427,170.11862639523468,8.683296,,,,,,,,,,,210.64894,0,0,274.0376,0,0,0,0,0,389.04596,0,176.8948,0,0,0,0,0,0,157.6963,0,0,0,0,0,
428,171.01216991284173,5.369877,,,,,,,,,,,7267.372,2005.0367,2977.624,2028.8224,663.936,6173.2344,2308.3928,2170.9912,642.842,2795.149,1516.3552,1433.2852,566.45496,1626.7699,813.72504,1585.3771,1891.8972,957.4599,559.10474,939.89386,1865.1989,5959.2983,1343.7528,1430.902,
429,171.01248832717297,5.1960335,,,,,,,,,,,0,0,0,0,0,0,280.38303,0,0,0,201.2567,0,0,0,0,0,0,0,0,0,225.96991,974.4085,82.958176,0,
430,171.06613204910548,5.7477875,,,,,,,,,,,0,0,1015.63446,0,0,0,140.86668,0,0,0,0,0,0,199.71512,0,69.4781,0,75.081245,0,0,128.9838,113.69513,0,167.7777,
431,171.06627713188598,7.2909827,,,,,,,,,,,1564.4049,1222.0728,1466.4972,1965.9568,626.1998,2661.2603,978.4884,1584.8639,469.05728,2171.1172,1036.1188,790.633,528.1205,1739.9458,1360.8676,1240.697,848.1187,1238.8881,562.1776,1638.6604,1355.9364,1210.6696,2043.4596,2325.853,
432,171.06632312843143,5.1173234,,,,,,,,,,,0,266.3614,266.9019,287.90857,0,0,0,0,0,0,0,0,0,129.01105,0,0,0,0,0,0,0,0,0,136.11005,
433,171.06640730438184,6.1106706,,,,,,,,,,,350.58392,184.93118,249.26346,260.8026,0,338.0941,0,202.8412,0,199.23088,102.26931,0,0,191.596,97.31244,0,0,0,0,0,125.06643,216.68835,192.18161,133.20387,
434,171.0666721812597,5.8963027,,,,,,,,,,,724.29736,797.4965,0,1138.1389,0,696.76337,158.70204,416.47296,0,672.41534,139.45738,0,0,302.304,159.88966,265.92215,125.43754,0,0,0,167.22974,299.0897,372.06912,195.93808,
435,171.1022264249043,7.818106,,,,,,,,,,,0,220.75601,0,0,0,314.22607,0,0,0,330.63327,0,0,0,0,0,0,415.5877,329.96667,0,0,0,0,0,0,
436,171.10237786353272,11.545051,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.31627,0,0,0,0,0,233.18788,0,663.032,0,
437,171.1025045545133,12.093722,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.1925,0,227.93175,340.09628,0,0,0,0,
438,171.10253068926258,8.323804,,,,,,,,,,,1614.6615,1981.6185,2535.7817,2346.29,612.6241,952.8623,770.9683,668.06744,427.90338,636.5438,618.0307,726.5894,786.27405,2546.1213,984.13464,941.36444,1043.2489,677.05615,973.23145,1055.7935,1241.8395,974.791,1179.5283,1579.2832,
439,171.10253664099682,8.577536,,,,,,,,,,,469.77072,492.457,709.3155,551.627,285.04926,667.8616,425.14975,0,238.25352,0,286.70584,380.9021,222.98325,1147.3333,373.1886,436.58737,328.96518,419.0198,394.7116,660.1179,537.0681,644.5606,444.07135,694.28503,
440,171.10260151723924,10.036717,,,,,,,,,,,2332.4055,3260.3596,2929.0166,2986.6433,689.1463,2665.3853,1573.5957,1385.47,552.9219,1339.3451,1192.075,1908.6366,688.04065,2720.1191,774.3181,1024.3246,996.9549,805.0354,1358.539,1850.4023,1581.0369,1651.3717,1240.8274,1709.8737,
441,171.10260528704615,9.347718,,,,,,,,,,,843.7867,746.0935,1102.2551,988.9309,480.6458,1429.1117,1223.3993,781.998,294.37726,729.47406,665.5215,780.2951,568.67706,1562.9246,541.6728,651.48315,750.752,521.9038,927.21387,1011.0262,709.9195,950.3939,692.11786,976.00397,
442,171.10260951598272,9.016728,,,,,,,,,,,6903.383,6569.6523,6412.3896,7296.879,2882.1118,29600.076,12129.488,17273.414,3066.363,18357.236,11248.109,8429.507,11281.27,16180.644,9281.787,11740.521,5586.2324,7445.5205,6090.46,7493.4526,14627.518,23364.156,13695.095,13771.487,
443,171.102762313315,12.568833,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515.2787,0,519.3846,984.0379,279.2344,0,493.64926,276.6245,
444,171.10280908139697,11.320808,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.95047,281.49463,0,0,231.52528,0,0,0,954.0376,0,
445,171.13883834365944,15.930839,,,,,,,,,,,1360.7806,1002.63684,951.5435,1420.7678,762.78314,1252.7655,0,604.14795,354.7824,1628.2574,0,0,910.6986,880.86273,1916.3436,958.288,932.9399,578.94293,533.2999,687.1478,0,0,0,604.1632,
