formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C28H30N8O7S	[M - H]-	C28H29N8O7S-	Amino acids and Peptides	0,362	Nucleosides	0,407	Purine nucleosides	0,687	Organic acids and derivatives	0,997	Carboxylic acids and derivatives	0,926	Amino acids, peptides, and analogues	0,517	Amino acids and derivatives	0,508	Amino acids and derivatives	0,508	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Imidazoles; Pyrroles; Alcohols and polyols; Lactams; Indoles and derivatives; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Diazines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Substituted pyrroles; Benzene and substituted derivatives; Polyols; Substituted imidazoles; N-substituted imidazoles; Benzenoids; 1,2-diols; Indoles; Sulfenyl compounds; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	621,187	110	1,836	694879689982987390	694877464002880665	3322	
1	C27H28N2O7S	[M - H]-	C27H27N2O7S-	Alkaloids	0,228	Tyrosine alkaloids	0,097	Thiodiketopiperazine alkaloids	0,182	Organic acids and derivatives	0,986	Carboxylic acids and derivatives	0,984	Amino acids, peptides, and analogues	0,864	Amino acids and derivatives	0,865	Alpha amino acids and derivatives	0,829	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Lactams; Pyrrolidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Secondary amines; Aralkylamines; Organic oxides; Methoxybenzenes; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	523,158	110	1,836	694879672522098483	694877458000830882	3172	
1	C20H34O18	[M - H]-	C20H33O18-	Carbohydrates	0,998	Saccharides	1,000	Disaccharides	0,919	Organic oxygen compounds	0,999	Organooxygen compounds	0,999	Carbohydrates and carbohydrate conjugates	1,000	Oligosaccharides	0,959	Oligosaccharides	0,959	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Oligosaccharides; Ethers; Primary alcohols; Organooxygen compounds; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; C-glycosyl compounds; O-glycosyl compounds; Polyols; Tetrahydrofurans; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organic oxygen compounds; Chemical entities	561,166	110	1,838	694879752826252026	694877461092033264	3237	
1	C7H6O5S	[M - H]-	C7H5O5S-	Shikimates and Phenylpropanoids	0,929	Phenolic acids (C6-C1)	0,815	Simple phenolic acids	0,833	Benzenoids	0,986	Benzene and substituted derivatives	0,931	Benzoyl derivatives	0,698			Benzoyl derivatives	0,698	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	200,986	110	1,841	694879661130368041	694877368150438434	756	
3	C12H13NO8S2	[M - H]-	C12H12NO8S2-	Amino acids and Peptides	0,996	Amino acid glycosides	0,284	Thiodiketopiperazine alkaloids	0,262	Organic acids and derivatives	1,000	Organic sulfuric acids and derivatives	0,988	Sulfuric acid esters	0,604	Sulfuric acid monoesters	0,616	Sulfuric acid monoesters	0,616	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic sulfuric acids and derivatives; Carboxylic acid derivatives; Sulfuric acid monoesters; Secondary alcohols; Carbonyl compounds; Sulfuric acid esters; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	362,001	111	1,842	694879683842526102	694877427562763049	2438	
1	C8H8OS2	[M - H]-	C8H7OS2-	Shikimates and Phenylpropanoids	0,981	Phenylpropanoids (C6-C3)	0,375	Cinnamic acids and derivatives	0,206	Benzenoids	0,994	Phenols	0,837	1-hydroxy-2-unsubstituted benzenoids	0,836			1-hydroxy-2-unsubstituted benzenoids	0,836	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Phenols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Organic disulfides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	182,994	111	1,843	694879678494788266	694877361187892759	549	
1	CH4N3O5S	[M - H]-	CH3N3O5S-	Alkaloids	0,937	Histidine alkaloids	0,141	Imidazole alkaloids	0,141	Organosulfur compounds	0,869	Sulfonyls	0,735					Sulfonyls	0,735	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	168,982	111	1,843	694879673943968067	694877356079229797	411	
4	C22H29N9O12	[M - H]-	C22H28N9O12-	Carbohydrates	0,988	Nucleosides	0,982	Purine nucleosides	0,899	Organic acids and derivatives	0,997	Carboxylic acids and derivatives	0,968	Amino acids, peptides, and analogues	0,757	Amino acids and derivatives	0,749	Alpha amino acids and derivatives	0,529	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acids; Diazines; Monosaccharides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 1,2-diols; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	610,184	111	1,844	694879763941158984	694877463528924248	3309	
2	C4H2N3O3	[M - H]-	C4HN3O3-	Alkaloids	0,916	Histidine alkaloids	0,915	Imidazole alkaloids	0,915	Organic 1,3-dipolar compounds	0,719	Allyl-type 1,3-dipolar organic compounds	0,544	Organic nitro compounds	0,581			Organic nitro compounds	0,581	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Organic oxoazanium compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	139,004	111	1,844	694879674392758679	694877346700764853	171	
1	C5H9NO3	[M - H]-	C5H8NO3-	Amino acids and Peptides	1,000	Small peptides	1,000	Aminoacids	1,000	Organic acids and derivatives	0,997	Carboxylic acids and derivatives	0,998	Amino acids, peptides, and analogues	0,998	Amino acids and derivatives	0,998	L-alpha-amino acids	0,686	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Alpha amino acids; Amines; Primary amines; Alkanolamines; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	130,051	112	1,863	694879690444360971	694877344125461922	116	
7	C30H32O16	[M - H]-	C30H31O16-	Shikimates and Phenylpropanoids	0,520	Lignans	0,296	Neolignans	0,181	Phenylpropanoids and polyketides	0,755	Cinnamic acids and derivatives	0,614	Hydroxycinnamic acids and derivatives	0,591	Coumaric acids and derivatives	0,528	Coumaric acids and derivatives	0,528	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Acetals; Carbonyl compounds; Oxanes; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organic oxygen compounds; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	647,168	112	1,874	694879802394542306	694877465244394834	3359	
1	C11H20N2O5	[M - H]-	C11H19N2O5-	Amino acids and Peptides	1,000	Small peptides	1,000	Dipeptides	0,999	Organic acids and derivatives	1,000	Carboxylic acids and derivatives	1,000	Amino acids, peptides, and analogues	1,000	Peptides	0,995	Dipeptides	0,937	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	259,130	113	1,876	694879697310437468	694877387435851207	1350	
2	C11H19NO8	[M - H]-	C11H18NO8-	Amino acids and Peptides	0,792	Aminosugars and aminoglycosides	0,741	Aminosugars	0,748	Organic acids and derivatives	0,925	Carboxylic acids and derivatives	0,937	Amino acids, peptides, and analogues	0,769	Amino acids and derivatives	0,770	Amino acids	0,796	Organic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Amines; Primary amines; Alkanolamines; Aminosaccharides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	292,103	113	1,877	694879697134276552	694877396629767120	1659	
2	C7H10N2O4	[M - H]-	C7H9N2O4-	Amino acids and Peptides	0,978	Small peptides	0,987	Aminoacids	0,989	Organic acids and derivatives	0,989	Carboxylic acids and derivatives	0,991	Amino acids, peptides, and analogues	0,981	Amino acids and derivatives	0,981	Alpha amino acids	0,904	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	185,056	113	1,882	694879704109404984	694877361745735271	565	
2	C3H9NO4P	[M - H]-	C3H8NO4P-	Amino acids and Peptides	0,980	Small peptides	0,984	Aminoacids	0,986	Organic acids and derivatives	0,990	Carboxylic acids and derivatives	0,260	Amino acids, peptides, and analogues	0,438	Amino acids and derivatives	0,436	Alpha amino acids	0,627	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Monocarboxylic acids and derivatives; Phosphoethanolamines; Alpha amino acids; Amines; Primary amines; Alkyl phosphates; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	153,020	113	1,884	694879698908467466	694877351461300448	282	
1	C4H5ClN2S2	[M - H]-	C4H4ClN2S2-	Alkaloids	0,266	Fatty acyls	0,163	Oxygenated hydrocarbons	0,257	Organoheterocyclic compounds	0,991	Heteroaromatic compounds	0,831					Heteroaromatic compounds	0,831	Organic compounds; Organoheterocyclic compounds; Organohalogen compounds; Organonitrogen compounds; Organochlorides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic nitrogen compounds; Chemical entities	178,951	114	1,899	694879711810148405	694877359761829184	506	
1	C12H13NO5S	[M - H]-	C12H12NO5S-	Amino acids and Peptides	0,975	Small peptides	0,713	Aminoacids	0,295	Organic acids and derivatives	0,998	Carboxylic acids and derivatives	0,995	Amino acids, peptides, and analogues	0,976	Amino acids and derivatives	0,974	Alpha amino acids	0,733	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acids; Benzenoids; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	282,044	114	1,899	694879712107944067	694877393639227848	1555	
1	C7H8N4O2	[M - H]-	C7H7N4O2-	Alkaloids	0,999	Pseudoalkaloids (transamidation)	0,999	Purine alkaloids	1,000	Organoheterocyclic compounds	1,000	Imidazopyrimidines	0,998	Purines and purine derivatives	0,998	Xanthines	0,998	Xanthines	0,998	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	179,056	114	1,901	694879706890228879	694877360068013421	515	
1	C12H15N5O7S	[M - H]-	C12H14N5O7S-	Amino acids and Peptides	0,706	Histidine alkaloids	0,242	Imidazole alkaloids	0,241	Organic acids and derivatives	0,998	Carboxylic acids and derivatives	0,906	Amino acids, peptides, and analogues	0,927	Amino acids and derivatives	0,922	Alpha amino acids and derivatives	0,963	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic sulfuric acids and derivatives; Monocarboxylic acids and derivatives; Sulfuric acid monoesters; Carbonyl compounds; Sulfuric acid esters; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	372,061	115	1,921	694879721352190878	694877431241167994	2503	
1	C11H22NO3PS2	[M - H]-	C11H21NO3PS2-	Amino acids and Peptides	0,049	Monoterpenoids	0,017	Wax monoesters	0,003	Organic acids and derivatives	0,994	Organic dithiophosphoric acids and derivatives	0,982	Dithiophosphate S-esters	0,964			Dithiophosphate S-esters	0,964	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organothiophosphorus compounds; Sulfenyl compounds; Organic dithiophosphoric acids and derivatives; Dithiophosphate S-esters; Organic oxides; Hydrocarbon derivatives; Dithiophosphate O-esters; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	310,069	116	1,932	694879725018012850	694877405135816739	1878	
1	C7H9NO5	[M - H]-	C7H8NO5-	Amino acids and Peptides	0,994	Small peptides	0,992	Aminoacids	0,993	Organic acids and derivatives	0,993	Carboxylic acids and derivatives	0,994	Amino acids, peptides, and analogues	0,991	Amino acids and derivatives	0,991	Alpha amino acids	0,907	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	186,042	117	1,945	694879723952659538	694877362479738586	588	
1	C8H14N2O4	[M - H]-	C8H13N2O4-	Amino acids and Peptides	0,997	Small peptides	0,999	Aminoacids	0,998	Organic acids and derivatives	0,964	Carboxylic acids and derivatives	0,968	Amino acids, peptides, and analogues	0,993	Amino acids and derivatives	0,993	L-alpha-amino acids	0,817	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	201,087	117	1,950	694879733196906187	694877368553091673	767	
1	C12H19NO4S	[M - H]-	C12H18NO4S-	Amino acids and Peptides	0,886	Small peptides	0,035	Aminoacids	0,077	Organic oxygen compounds	1,000	Organooxygen compounds	0,999	Ethers	0,794	Dialkyl ethers	0,718	Dialkyl ethers	0,718	Organic compounds; Organosulfur compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	272,098	117	1,958	694879749214955932	694877391508521056	1483	
4	C11H16N2O7	[M - H]-	C11H15N2O7-	Amino acids and Peptides	0,925	Small peptides	0,521	Aminoacids	0,207	Organic acids and derivatives	0,982	Carboxylic acids and derivatives	0,968	Amino acids, peptides, and analogues	0,939	Amino acids and derivatives	0,936	Alpha amino acids	0,768	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Alpha amino acids; Benzenoids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	287,087	118	1,962	694879749034600836	694877394876547718	1593	
1	C8H12N2O4	[M - H]-	C8H11N2O4-	Amino acids and Peptides	0,736	Small peptides	0,207	Aminoacids	0,133	Organic acids and derivatives	0,741	Carboxylic acids and derivatives	0,695					Carboxylic acids and derivatives	0,695	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	199,071	118	1,963	694879744932571360	694877367215108507	729	
1	C10H13N5O5	[M - H]-	C10H12N5O5-	Carbohydrates	1,000	Nucleosides	1,000	Purine nucleosides	0,999	Nucleosides, nucleotides, and analogues	0,985	Purine nucleosides	0,988					Purine nucleosides	0,988	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Purine nucleosides; Purinones; Aminopyrimidines and derivatives; Diazines; Pentoses; 6-oxopurines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Oxolanes; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	282,084	118	1,965	694879742579566257	694877393760862679	1558	
1	C6H7ClN2O2S2	[M - H]-	C6H6ClN2O2S2-	Alkaloids	0,173	Histidine alkaloids	0,073	Imidazole alkaloids	0,073	Organohalogen compounds	0,998	Aryl halides	0,837	Aryl chlorides	0,826			Aryl chlorides	0,826	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiazoles; Organohalogen compounds; Organonitrogen compounds; Azoles; Aryl chlorides; Organochlorides; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	236,959	119	1,978	694879750729099881	694877381203114383	1134	
3	C13H18N4O5	[M - H]-	C13H17N4O5-	Alkaloids	0,869	Histidine alkaloids	0,631	Imidazole alkaloids	0,632	Organoheterocyclic compounds	0,993	Azoles	0,793	Imidazoles	0,499	Substituted imidazoles	0,553	Substituted imidazoles	0,553	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Secondary alcohols; Polyols; Substituted imidazoles; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	309,118	119	1,982	694879742730561250	694877404192098194	1849	
1	C9H8O5	[M - H]-	C9H7O5-	Shikimates and Phenylpropanoids	0,429	Phenolic acids (C6-C1)	0,226	Simple phenolic acids	0,214	Organic acids and derivatives	0,990	Carboxylic acids and derivatives	0,979	Dicarboxylic acids and derivatives	0,617			Dicarboxylic acids and derivatives	0,617	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	195,031	120	1,996	694879755611270374	694877365692575935	685	
1	C7H11NO4	[M - H]-	C7H10NO4-	Amino acids and Peptides	0,998	Small peptides	0,994	Aminoacids	0,998	Organic acids and derivatives	0,997	Carboxylic acids and derivatives	0,997	Amino acids, peptides, and analogues	0,996	Amino acids and derivatives	0,996	L-alpha-amino acids	0,566	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Gamma-keto acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	172,061	120	1,998	694879754621414486	694877357622733874	452	
1	C6H11NO4	[M - H]-	C6H10NO4-	Amino acids and Peptides	0,989	Small peptides	0,787	Aminoacids	0,876	Organic nitrogen compounds	1,000	Organonitrogen compounds	1,000	Amines	0,993	Alkanolamines	0,982	1,3-aminoalcohols	0,580	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Secondary alcohols; Carbonyl compounds; 1,3-aminoalcohols; 1,2-aminoalcohols; Amines; Alkanolamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	160,062	121	2,012	694879756672429571	694877354049186371	353	
1	C10H14N2O4	[M - H]-	C10H13N2O4-	Amino acids and Peptides	0,981	Small peptides	0,915	Aminoacids	0,922	Organic acids and derivatives	0,991	Carboxylic acids and derivatives	0,989	Amino acids, peptides, and analogues	0,987	Amino acids and derivatives	0,986	L-alpha-amino acids	0,560	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Dialkylamines; Alpha amino acids; Amines; Secondary amines; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	225,087	121	2,017	694879757439987392	694877375972816664	1010	
